design_id,r,l,e,ROM,QRR,omega,width_r,thickness_r,width_l,thickness_l,d_shaft_A,pin_diameter_B,pin_diameter_C,mass_crank,mass_rod,mass_slider,utilization,utilization_max,check_static_passed,n_static_rod,n_static_rod_min,check_static_sf_rod_passed,n_static_crank,n_static_crank_min,check_static_sf_crank_passed,n_static_pin,n_static_pin_min,check_static_sf_pin_passed,n_shaft,n_shaft_min,check_shaft_passed,n_buck,n_buck_min,P_cr,N_max_comp,check_buckling_passed,n_rod,S_n_prime_rod,sigma_a_eq_rod,sigma_m_eq_rod,n_f_rod,n_y_rod,N_f_rod,t_f_rod,n_fatigue_rod_min,check_fatigue_rod_passed,n_crank,S_n_prime_crank,sigma_a_eq_crank,sigma_m_eq_crank,n_f_crank,n_y_crank,N_f_crank,t_f_crank,n_fatigue_crank_min,check_fatigue_crank_passed,n_pin,S_n_prime_pin,sigma_a_eq_pin,sigma_m_eq_pin,n_f_pin,n_y_pin,N_f_pin,t_f_pin,n_fatigue_pin_min,check_fatigue_pin_passed,D_rod,D_miner_rod_max,check_miner_rod_passed,D_crank,D_miner_crank_max,check_miner_crank_passed,D_pin,D_miner_pin_max,check_miner_pin_passed,sigma_max,tau_max,theta_sigma_max,theta_tau_max,pass_fail,total_mass,volume_envelope,tau_A_max,E_rev,F_A_max,F_B_max,F_C_max
6495,0.121,0.153,0.022,0.24987746016454054,1.5500660874841812,3.1415926535897927,0.011,0.014,0.006,0.002,0.0036,0.0026,0.0038,0.05252689702463686,0.005118255547684017,0.021609432088942074,1.3602989377823393,1.0,False,38.14698885011204,1.0,True,206.51198308838698,1.0,True,23.692056432854535,1.0,True,4.612566208712813,2.0,True,34.9905009351233,3.0,123.28046165485618,3.5232551223954562,True,0.3695211947373035,94802400.0,204647006.60478592,264459727.57896662,0.3695211947373035,0.7354403057127314,40963969.20823739,81927938.41647477,1.0,False,89.17754416520806,91982559.3854765,851612.2224907599,944349.8109440055,89.17754416520806,192.09760205241633,1.9755984043113112e+35,3.9511968086226225e+35,1.0,True,2.2370836307469957,94802400.0,35066746.35408366,37247768.802425295,2.2370836307469957,4.7708264274927785,3.3163241042735116e+16,6.632648208547023e+16,1.0,True,0.45698696590748394,1.0,True,9.475610002087314e-29,1.0,True,5.644804129933159e-10,1.0,True,14561842.741585633,270787908.0496414,2.6179938779914944,0.0,0,0.07925458466126295,0.0024448979294628,0.3712682310336533,0.779369254943702,3.6284367427811213,3.5895353521710898,3.5479900342109625
6503,0.111,0.164,0.049,0.2504003249339881,1.9347856479097285,3.1415926535897927,0.014,0.006,0.009,0.016,0.0077,0.0014,0.0032,0.026180833966365,0.0661470149742434,0.021792838268058643,0.942625530461701,1.0,True,428.2260614801739,1.0,True,119.86181990007267,1.0,True,1.0608666619820883,1.0,True,35.80771069171952,2.0,True,7233.310781079852,3.0,26073.28135899324,3.6046123480817442,True,156.4869077038256,92322847.75377735,485321.2361840873,547493.6885622788,156.4869077038256,334.0385501155723,1.3657775019244362e+38,2.7315550038488724e+38,1.0,True,27.927012845266628,94802400.0,2829472.5009711343,2879464.457800646,27.927012845266628,60.43156589247453,1.7067445781111035e+29,3.413489156222207e+29,1.0,True,0.4926163811321909,94802400.0,159968394.45651627,165470753.93075037,0.4926163811321909,1.060106018927558,718213090.968927,1436426181.937854,1.0,False,1.3706478524959414e-31,1.0,True,1.0968249285852653e-22,1.0,True,0.026064687813953963,1.0,True,325205808.0092868,7113877.050203149,2.0943951023931953,2.0943951023931953,0,0.11412068720866704,0.0020864412558714756,0.3699715529620274,0.6660091882854631,10.768215266940569,10.950962900935028,6.9348345600559576
6505,0.111,0.164,0.049,0.2504003249339881,1.9347856479097285,3.1415926535897927,0.009,0.015,0.003,0.011,0.0062,0.0018,0.001,0.04179443400971808,0.015071961902452418,0.022196331862115105,0.8716908625003179,1.0,True,45.50471111157661,1.0,True,161.29051326862285,1.0,True,1.1471956894576663,1.0,True,19.656549980999607,2.0,True,198.42263949762102,3.0,663.9029975669577,3.345903467708469,True,15.257617815804249,94802400.0,5162806.689915461,5352810.488094886,15.257617815804249,32.80834535527255,1.567426885006058e+26,3.134853770012116e+26,1.0,True,60.55359449230753,92651140.9703074,1275043.7232114591,1329470.0298306132,60.55359449230753,132.4623452638866,1.8093476398120694e+33,3.618695279624139e+33,1.0,True,0.5343941327446607,94802400.0,147216027.23727745,153789935.50430948,0.5343941327446607,1.1461566968896955,1887024963.405102,3774049926.810204,1.0,False,1.194314081190948e-19,1.0,True,1.0346270439186789e-26,1.0,True,0.009920377505881057,1.0,True,300733347.5626097,7394664.967780119,2.0943951023931953,0.7853981633974483,0,0.07906272777428561,0.0026515190960033335,0.3410491670700212,0.6362941324173302,10.33679317241544,10.630968556621657,6.641466796998219
6507,0.111,0.164,0.049,0.2504003249339881,1.9347856479097285,3.1415926535897927,0.011,0.014,0.011,0.004,0.0042,0.0011,0.0037,0.048079636920608765,0.020223916949103003,0.021642183192355745,1.6541174780827346,1.0,False,76.95955986032011,1.0,True,221.18812751011004,1.0,True,0.6045519820992924,1.0,False,6.101325281468159,2.0,True,467.1405804723609,3.0,1573.6959942327885,3.368784601503698,True,27.302927474423797,94802400.0,2886710.959513736,2983173.3873593174,27.302927474423797,58.77458219151881,1.3521692292405816e+29,2.704338458481163e+29,1.0,True,90.07585617510627,91982559.3854765,852155.0631995124,887484.8482279843,90.07585617510627,198.31690324746762,1.9610141448207615e+35,3.922028289641523e+35,1.0,True,0.27864753206313636,94802400.0,283574025.63724166,288617473.4595211,0.27864753206313636,0.602944994017916,922954.9355119339,1845909.8710238677,1.0,False,1.3844420946122039e-22,1.0,True,9.546081067003739e-29,1.0,True,20.282680421029017,1.0,False,570670529.9385434,24069182.402380493,2.0943951023931953,0.7853981633974483,0,0.08994573706206752,0.002260311360527432,0.34668325411302797,0.6386774721010035,10.315411586752308,10.652838805787445,6.664636989248338
6510,0.111,0.164,0.049,0.2504003249339881,1.9347856479097285,3.1415926535897927,0.007,0.011,0.013,0.015,0.0032,0.0018,0.0022,0.023972054425721367,0.08972397108441751,0.022028646212637094,0.42175495753248793,1.0,True,603.3557431518641,1.0,True,63.84551993121625,1.0,True,2.371045039637666,1.0,True,2.5180880346435024,2.0,True,19767.32066135584,3.0,73666.40836639424,3.7266764488931736,True,207.08873222083213,90796106.48736455,359407.40004598617,420425.8696505127,207.08873222083213,442.4022587985629,4.4890108592988205e+39,8.978021718597641e+39,1.0,True,25.508440525849487,94802400.0,3075655.711941836,3265034.5116094,25.508440525849487,54.41048022162728,6.469390960765077e+28,1.2938781921530154e+29,1.0,True,0.8990945624433506,94802400.0,87436890.1251144,91732976.06561802,0.8990945624433506,1.925547009298627,806700684538.222,1613401369076.444,1.0,False,4.17018371903071e-33,1.0,True,2.893626326424111e-22,1.0,True,2.320563296746903e-05,1.0,True,145505460.34870833,60358576.58072625,2.0943951023931953,0.7853981633974483,0,0.13572467172277597,0.0024776489913473773,0.3855010783622056,0.680238334451437,10.94148824079952,11.107988912515484,7.075593534942803
6521,0.098,0.265,0.145,0.24993295035419946,1.5124528171896143,3.1415926535897927,0.009,0.009,0.008,0.019,0.0075,0.0015,0.0011,0.021931386270180056,0.11238419083077232,0.022187161553159272,0.6307418576713582,1.0,True,307.78521788013495,1.0,True,96.10918568159168,1.0,True,1.585434655774883,1.0,True,44.7657897948384,2.0,True,2408.02489652551,3.0,8328.51726470699,3.458650812424754,True,130.54086050241307,92048715.35807253,523171.9370704852,954791.8849222107,130.54086050241307,233.42925913764688,5.703403257669917e+37,1.1406806515339833e+38,1.0,True,21.865231738024736,94802400.0,3543251.555318079,4037678.8088325034,21.865231738024736,45.50892613807252,1.2478506622179194e+28,2.4957013244358388e+28,1.0,True,0.8570439470323284,94802400.0,84464732.65266557,133233460.13363019,0.8570439470323284,1.5847628112313754,1206022311665.2417,2412044623330.4834,1.0,False,3.2822508166199557e-31,1.0,True,1.5001795140074877e-21,1.0,True,1.552210089227284e-05,1.0,True,217605940.89661857,3847286.790316733,2.0943951023931953,0.7853981633974483,0,0.15650273865411166,0.0031782601328699876,0.29664961645713306,0.5179779715177831,5.405295705087124,5.494298514365302,4.753684369153373
6525,0.098,0.265,0.145,0.24993295035419946,1.5124528171896143,3.1415926535897927,0.015,0.004,0.019,0.017,0.0045,0.0012,0.003,0.016632347617855314,0.2394522629444094,0.02184698675903592,0.8533220781908141,1.0,True,1162.8082177382707,1.0,True,81.76362361659355,1.0,True,1.1718904567899704,1.0,True,8.380169830114577,2.0,True,19280.26336859957,3.0,79917.97914356533,4.14506677713346,True,466.9473664618071,88310631.51199701,135849.41533227905,291372.5182790959,466.9473664618071,807.5428082160018,3.675203294497571e+44,7.350406588995142e+44,1.0,True,23.713870863581064,94802400.0,3224411.7568062576,3940068.2566203927,23.713870863581064,48.154227432200244,3.7354483438815463e+28,7.4708966877630925e+28,1.0,True,0.7261682211467947,94802400.0,89970327.50658922,206753618.29635316,0.7261682211467947,1.1626968597577165,578725881445.9799,1157451762891.9597,1.0,False,5.093595782314178e-38,1.0,True,5.0114466261224855e-22,1.0,True,3.234692036448587e-05,1.0,True,294396116.97583085,20686313.302962184,2.0943951023931953,0.7853981633974483,0,0.2779315973213006,0.0025091527364763063,0.3658531148382546,0.5746835390658874,5.8193243635353165,5.875661721197423,5.191869051999934
6530,0.098,0.265,0.145,0.24993295035419946,1.5124528171896143,3.1415926535897927,0.012,0.012,0.015,0.019,0.0041,0.0014,0.0039,0.039840449431140276,0.21134680216889049,0.021575807622770702,0.5912856567267792,1.0,True,837.3284132315074,1.0,True,195.06043620141529,1.0,True,1.6912299302773026,1.0,True,6.4958387491456895,2.0,True,13754.712234320317,3.0,54899.894078879064,3.991351701411434,True,300.3067025475378,88920656.79248843,214098.90977950508,445411.383084921,300.3067025475378,523.1154141682529,1.8540039037758513e+42,3.7080078075517026e+42,1.0,True,63.82691381654801,92322847.75377735,1181754.840511773,1384823.5254319685,63.82691381654801,134.42020885777322,4.377398273299453e+33,8.754796546598907e+33,1.0,True,0.999394504861567,94802400.0,66819564.67151136,142859796.97650596,0.999394504861567,1.6453693739259925,18397042662446.098,36794085324892.195,1.0,False,1.0097066118294023e-35,1.0,True,4.276512857919562e-27,1.0,True,1.0175548507159335e-06,1.0,True,203993551.57073885,26733544.0347397,2.0943951023931953,0.7853981633974483,0,0.2727630592228015,0.003512813831066829,0.357886325826416,0.5618309462501262,5.6499583098125035,5.78464664597508,5.092053927250416
6531,0.083,0.212,0.128,0.24975252713951374,1.930307816344316,3.1415926535897927,0.011,0.016,0.017,0.019,0.0075,0.0028,0.0034,0.0408910792343655,0.19234209021878135,0.02173519632605058,1.6620457216504225,1.0,False,75.21672767853593,1.0,True,24.61424307903732,1.0,True,0.6016681653059419,1.0,False,2.805611327116517,2.0,True,33700.45489967284,3.0,124871.84241182085,3.7053459006285725,True,21.796332060449792,88310631.51199701,3406247.8219689233,3529797.8313395563,21.796332060449792,49.740157035361456,1.9737819717553314e+28,3.947563943510663e+28,1.0,True,8.469734331615923,91309493.22711007,9041399.84232967,9200272.129890822,8.469734331615923,18.91274004517714,2.320268906275696e+23,4.640537812551392e+23,1.0,True,0.27863639579538363,94802400.0,282737340.9041187,292949499.0485619,0.27863639579538363,0.5992841525235452,955217.6727693897,1910435.3455387794,1.0,False,9.484330218778853e-22,1.0,True,8.068030368966069e-17,1.0,True,19.597627361443735,1.0,False,573405773.9693958,29558732.01553625,1.8325957145940461,1.8325957145940461,0,0.2549683657791974,0.0028148378845888862,2.2052359847053093,-0.1066343972238843,129.73891984197473,130.08057408224852,58.44342252801617
6532,0.083,0.212,0.128,0.24975252713951374,1.930307816344316,3.1415926535897927,0.01,0.011,0.006,0.018,0.0061,0.0022,0.0037,0.025640535141067018,0.06380833446449354,0.021642183192355745,2.927504532861089,1.0,False,15.886989027309827,1.0,True,15.180916737183448,1.0,True,0.34158785708956246,1.0,False,1.675087963399982,2.0,False,1728.5058794863778,3.0,5201.0425969464395,3.0089817215385577,True,5.266906006283496,93795245.09927712,14832081.386222748,15326671.141156878,5.266906006283496,11.439465199589796,7.343933519444484e+20,1.4687867038888968e+21,1.0,True,5.275231506563819,93700634.44023903,14838792.146501381,15070228.674938412,5.275231506563819,11.534981437864136,7.305406978232697e+20,1.4610813956465395e+21,1.0,True,0.1580463122365198,94802400.0,498836006.76847595,514592703.68845695,0.1580463122365198,0.3404284844510148,1297.0465089116085,2594.093017823217,1.0,False,2.5490426827033742e-14,1.0,True,2.56248557483223e-14,1.0,True,14432.790089931723,1.0,False,1009989063.8370757,48165796.38803814,1.8325957145940461,1.8325957145940461,0,0.11109105279791631,0.00237873624049765,1.9680611029582826,-0.09677838997814145,117.09742489665182,117.31190808392837,52.56646800276403
6533,0.083,0.212,0.128,0.24975252713951374,1.930307816344316,3.1415926535897927,0.014,0.005,0.019,0.014,0.0075,0.0024,0.0019,0.01643810469243937,0.15807322268361296,0.02208235802223552,1.9289733645626694,1.0,False,76.66030831321451,1.0,True,8.991055446458155,1.0,True,0.518410475940769,1.0,False,2.8768480212449834,2.0,True,19804.494045315252,3.0,69743.19877427974,3.5215844754578556,True,27.009958743446084,89258716.81903642,2773388.895775782,2874830.7404566444,27.009958743446084,61.08119411413822,2.154119310973235e+29,4.30823862194647e+29,1.0,True,2.422690634608057,94802400.0,32649290.481030777,33023258.843550954,2.422690634608057,5.2533364936826645,7.609825367560054e+16,1.521965073512011e+17,1.0,True,0.24021644389387087,94802400.0,328058118.35734075,339293627.011145,0.24021644389387087,0.5169687535761286,169557.13337561124,339114.2667512225,1.0,False,8.690326438577011e-23,1.0,True,2.459977607344518e-10,1.0,True,110.40526356700394,1.0,False,665495810.7741209,30769639.44510713,1.8325957145940461,1.8325957145940461,0,0.19659368539828784,0.0017444065763649434,2.1411612716825656,-0.10407129030999598,126.61722724235852,126.7546361023462,56.91164336515478
6534,0.083,0.212,0.128,0.24975252713951374,1.930307816344316,3.1415926535897927,0.011,0.017,0.009,0.012,0.0067,0.0022,0.0028,0.04361588297753642,0.06406925280697169,0.0218976417989824,2.766869630268356,1.0,False,18.109610348740684,1.0,True,31.50479402887263,1.0,True,0.36141926929278956,1.0,False,2.2201340473592905,2.0,True,3885.6262554557616,3.0,11702.345843129488,3.011701351023754,True,5.83242704109641,93795245.09927712,13391136.375281585,13855011.617513731,5.83242704109641,12.662340382619522,2.4100692141694585e+21,4.820138428338917e+21,1.0,True,11.764765127537487,91005542.05691625,6488476.7482370995,6618052.386243341,11.764765127537487,26.322758409957654,1.0991005498591274e+25,2.1982010997182547e+25,1.0,True,0.16742332645039654,94802400.0,470893469.9260085,485790972.1743514,0.16742332645039654,0.3606204771581392,2535.4886220668163,5070.977244133633,1.0,False,7.767411778026947e-15,1.0,True,1.7032108665944492e-18,1.0,True,7383.192271925992,1.0,False,954570022.4425828,36702213.446250945,1.8325957145940461,1.8325957145940461,0,0.12958277758349052,0.002616609864547415,1.9714084856813356,-0.09684924937302045,117.03216292612821,117.39694694295834,52.60474251644991
6535,0.083,0.212,0.128,0.24975252713951374,1.930307816344316,3.1415926535897927,0.008,0.009,0.02,0.003,0.0043,0.0019,0.0036,0.01679949636873469,0.03571176284328709,0.021674060933011722,2.2187826570382465,1.0,False,10.74406253308342,1.0,True,10.536737128496776,1.0,True,0.4506975916851879,1.0,False,0.6008462341964369,2.0,False,252.8379173898083,3.0,722.3670273536723,2.8570359810390937,True,3.7095233096551823,94802400.0,21245374.638475675,21964310.215054333,3.7095233096551823,7.9843211347054135,1.1252548677447496e+19,2.250509735489499e+19,1.0,True,4.4978534853597,94802400.0,17576030.96913104,17838057.735225268,4.4978534853597,9.741885577802861,1.0203154025245087e+20,2.0406308050490173e+20,1.0,True,0.2005198434849696,94802400.0,393309611.23292893,404902317.02344424,0.2005198434849696,0.43221604161394017,20569.59400624952,41139.18801249904,1.0,False,1.6636231076714973e-12,1.0,True,1.834726786803587e-13,1.0,True,910.0811612670833,1.0,False,765480016.6781951,130613056.08296311,1.8325957145940461,1.8325957145940461,0,0.0741853201450335,0.0016254697643400605,1.9160352715412399,-0.09465100311373713,114.40598104579318,114.54655733405532,51.29299214776975
6536,0.083,0.212,0.128,0.24975252713951374,1.930307816344316,3.1415926535897927,0.009,0.015,0.005,0.014,0.0069,0.0015,0.003,0.03109318998379423,0.041349163414156426,0.02184698675903592,7.553895191691036,1.0,False,8.677381435112183,1.0,True,19.618166035713035,1.0,True,0.13238203266308982,1.0,False,2.4716971109318018,2.0,True,810.474862201452,3.0,2341.0042553128274,2.8884353660939905,True,2.883419809082494,94802400.0,27336812.46451867,28233623.634099822,2.883419809082494,6.20833709830427,6.000496454080773e+17,1.2000992908161546e+18,1.0,True,7.184397542475035,92651140.9703074,10787021.549777908,10995157.877297033,7.184397542475035,15.83863548434322,2.9790288413719104e+22,5.958057682743821e+22,1.0,True,0.061390421131121614,94802400.0,1284343802.8003752,1324192199.2385616,0.061390421131121614,0.13225809409198652,0.021732059830738247,0.043464119661476494,1.0,False,3.119741865236674e-11,1.0,True,6.28392707718097e-16,1.0,True,861400168.4976989,1.0,False,2606093841.1334076,65152346.02833519,1.8325957145940461,1.8325957145940461,0,0.09428934015698658,0.002537318656530827,1.928342693837648,-0.0951022732215955,114.87356475569709,115.13369905130136,51.563083512512335
6537,0.083,0.212,0.128,0.24975252713951374,1.930307816344316,3.1415926535897927,0.015,0.007,0.02,0.019,0.0067,0.0016,0.0012,0.024713866400076556,0.22526982107603735,0.02217711788144575,10.976838914278433,1.0,False,106.08725350279612,1.0,True,13.325001646001335,1.0,True,0.09110090872329572,1.0,False,1.9478524339334589,2.0,False,47224.473899057455,3.0,183507.97928217918,3.8858660379028973,True,33.35226472997315,87524780.7128132,2209240.364258705,2290221.1298135156,33.35226472997315,76.67584231013365,3.0320236082870336e+30,6.064047216574067e+30,1.0,True,4.6965702755422,93940683.92855063,16680044.690760814,17079848.145138342,4.6965702755422,10.219226751606817,1.8748319280067763e+20,3.7496638560135525e+20,1.0,True,0.042297792982109256,94802400.0,1863404250.6405904,1925349135.0990555,0.042297792982109256,0.09105897504401665,0.00028690047810633857,0.0005738009562126771,1.0,False,6.174094406400752e-24,1.0,True,9.98489502997857e-14,1.0,True,65249107019.826935,1.0,False,3787009425.4260592,66359758.67336789,1.8325957145940461,1.8325957145940461,0,0.27216080535755965,0.002101217012439591,2.265119281823286,-0.10921281535126469,133.21774100631595,133.42421141903623,59.98176960990081
6538,0.083,0.212,0.128,0.24975252713951374,1.930307816344316,3.1415926535897927,0.006,0.008,0.008,0.001,0.0037,0.0011,0.0016,0.011135513898206007,0.0047366725560086965,0.02212820956701466,9.899671611103765,1.0,False,0.6561708282125329,1.0,False,5.9061373492488505,1.0,True,0.10101345168645498,1.0,False,0.3930324874178588,2.0,False,3.9758937527632128,3.0,10.701733738572925,2.691654859020141,True,0.21376804563330315,94802400.0,368746107.82555836,380767851.0339823,0.21376804563330315,0.4602982985466361,43540.141910699334,87080.28382139867,1.0,False,2.6092142759952166,94802400.0,30305140.327179875,30714335.33468804,2.6092142759952166,5.653932556087109,1.80977294557583e+17,3.61954589115166e+17,1.0,True,0.04664150374640048,94802400.0,1690707481.3946176,1741754247.7840233,0.04664150374640048,0.10051095313524605,0.0008889510961259596,0.0017779021922519193,1.0,False,429.9480704126929,1.0,False,1.0343839013486692e-10,1.0,True,21058526258.172783,1.0,False,3415386705.8307986,308397052.1052538,1.8325957145940461,1.8325957145940461,0,0.038000396021229364,0.0015858241603317665,1.8603831960435502,-0.09236185728815403,111.47946016706057,111.57267411545752,49.92280299878319
