design_id,r,l,e,ROM,QRR,omega,width_r,thickness_r,width_l,thickness_l,d_shaft_A,pin_diameter_B,pin_diameter_C,mass_crank,mass_rod,mass_slider,utilization,utilization_max,check_static_passed,n_static_rod,n_static_rod_min,check_static_sf_rod_passed,n_static_crank,n_static_crank_min,check_static_sf_crank_passed,n_static_pin,n_static_pin_min,check_static_sf_pin_passed,n_shaft,n_shaft_min,check_shaft_passed,n_buck,n_buck_min,P_cr,N_max_comp,check_buckling_passed,n_rod,S_n_prime_rod,sigma_a_eq_rod,sigma_m_eq_rod,n_f_rod,n_y_rod,N_f_rod,t_f_rod,n_fatigue_rod_min,check_fatigue_rod_passed,n_crank,S_n_prime_crank,sigma_a_eq_crank,sigma_m_eq_crank,n_f_crank,n_y_crank,N_f_crank,t_f_crank,n_fatigue_crank_min,check_fatigue_crank_passed,n_pin,S_n_prime_pin,sigma_a_eq_pin,sigma_m_eq_pin,n_f_pin,n_y_pin,N_f_pin,t_f_pin,n_fatigue_pin_min,check_fatigue_pin_passed,D_rod,D_miner_rod_max,check_miner_rod_passed,D_crank,D_miner_crank_max,check_miner_crank_passed,D_pin,D_miner_pin_max,check_miner_pin_passed,sigma_max,tau_max,theta_sigma_max,theta_tau_max,pass_fail,total_mass,volume_envelope,tau_A_max,E_rev,F_A_max,F_B_max,F_C_max
6430,0.093,0.202,0.106,0.2499011701359271,1.8908175882309337,3.1415926535897927,0.01,0.007,0.008,0.019,0.0074,0.0023,0.001,0.018123814912004155,0.0857934050420688,0.022196331862115105,7.1627902522100975,1.0,False,70.84824937404,1.0,True,16.623163530635164,1.0,True,0.13961039829296235,1.0,False,6.595882528556202,2.0,True,4238.575237051354,3.0,14333.646821734348,3.381713434372307,True,24.637174712653422,92048715.35807253,3125970.500331469,3201860.9569713515,24.637174712653422,54.52104758603243,5.356976241016232e+28,1.0713952482032464e+29,1.0,True,4.140109710601266,94802400.0,19102329.91333519,19340877.030536626,4.140109710601266,8.974277315201876,3.874404831462288e+19,7.748809662924576e+19,1.0,True,0.06481913623463197,94802400.0,1216100782.545646,1255703520.4586136,0.06481913623463197,0.1395741562471928,0.04100328414710395,0.0820065682942079,1.0,False,3.4945086850802924e-22,1.0,True,4.831709853338854e-13,1.0,True,456548795.770599,1.0,False,2471162637.0124836,32515297.85542742,1.8325957145940461,1.8325957145940461,0,0.12611355181618805,0.002095203585621675,1.1452563874880142,0.1851312465830233,50.26649123540558,50.4136878239988,24.438610685213053
6435,0.122,0.141,0.014,0.24978187950232322,1.6550962279613577,3.1415926535897927,0.014,0.017,0.015,0.013,0.0049,0.0014,0.0037,0.08184029369025982,0.07737424086736586,0.021642183192355745,0.5359631510275086,1.0,True,1195.2801266437616,1.0,True,328.34558461291925,1.0,True,1.8657999119582653,1.0,True,9.393387711777873,2.0,True,25452.84616697617,3.0,99659.56035524068,3.9154584010547357,True,490.10318507213435,90796106.48736455,146022.22000686734,208725.2948049176,490.10318507213435,972.5226692089539,1.5871448444478283e+44,3.1742896888956565e+44,1.0,True,114.52560810811602,89806422.54190187,658367.2902378864,676543.7099222933,114.52560810811602,258.4441958741838,3.939056027916249e+36,7.878112055832498e+36,1.0,True,0.898240051187238,94802400.0,85364068.12174788,102804660.02381083,0.898240051187238,1.8334608699333068,1066278254767.3954,2132556509534.7908,1.0,False,1.1794764709400379e-37,1.0,True,4.752407649784772e-30,1.0,True,1.755639291742257e-05,1.0,True,184907287.10449046,20080911.441126715,2.356194490192345,0.7853981633974483,0,0.18085671774998144,0.003225682014149999,0.4588794058961668,0.7958336160230408,5.448356221890732,5.860289927752977,4.5622937967463075
6436,0.122,0.141,0.014,0.24978187950232322,1.6550962279613577,3.1415926535897927,0.008,0.017,0.005,0.005,0.0055,0.0013,0.0011,0.0462256857245629,0.009851240600033447,0.022187161553159272,0.6485052854946304,1.0,True,86.35673771892952,1.0,True,126.16263767484173,1.0,True,1.542007478377414,1.0,True,15.612406398637294,2.0,True,522.8108474671623,3.0,1890.0690402678024,3.61520624414075,True,36.13858313794833,94802400.0,2158298.2017009077,2369102.4880911075,36.13858313794833,76.20266542298226,3.9768659977441354e+30,7.953731995488271e+30,1.0,True,52.38374080728509,92613540.95696884,1476255.163935456,1521422.6565011158,52.38374080728509,115.0890858410379,3.2927930413800095e+32,6.585586082760019e+32,1.0,True,0.7222152745871808,94802400.0,108443469.10568397,116277039.98313428,0.7222152745871808,1.5352403810354605,65978428215.1835,131956856430.367,1.0,False,4.7072242340121245e-24,1.0,True,5.685143209654758e-26,1.0,True,0.00028372909913746623,1.0,True,223734323.4956475,12139047.818781454,2.356194490192345,0.7853981633974483,0,0.07826408787775563,0.002840525952758954,0.3919141511462978,0.7492395705511072,5.420384597797247,5.677323489663341,4.301378332175635
6439,0.122,0.141,0.014,0.24978187950232322,1.6550962279613577,3.1415926535897927,0.011,0.009,0.018,0.014,0.0037,0.001,0.0026,0.033934938774511876,0.0998027626750092,0.02194480338789809,1.2252533550234022,1.0,False,1960.2180981103184,1.0,True,108.85926602468768,1.0,True,0.8161577325212875,1.0,False,4.090861783314235,2.0,True,37169.825434061204,3.0,149366.86405905167,4.018497862574754,True,831.7474639276721,89524540.25594108,84230.64218627127,126266.58027143482,831.7474639276721,1638.976495612994,9.529966813828337e+46,1.9059933627656675e+47,1.0,True,40.52838555592308,94245189.81276417,1937018.7539672526,1990487.6521086995,40.52838555592308,87.84199548758883,1.3989184300597123e+31,2.7978368601194245e+31,1.0,True,0.3981008209450786,94802400.0,191209207.80222458,239086348.04459572,0.3981008209450786,0.8017744903756701,90237215.70990442,180474431.41980883,1.0,False,1.964330030282643e-40,1.0,True,1.3381766654686896e-24,1.0,True,0.2074532093297433,1.0,True,422712407.4830737,46227150.94935765,2.356194490192345,0.7853981633974483,0,0.15568250483741916,0.00250351439904179,0.456184167166678,0.81199773107862,5.752267489456978,5.928527651473569,4.652907492700732
6447,0.072,0.317,0.238,0.24954991178010125,1.5450558611072183,3.1415926535897927,0.013,0.02,0.017,0.003,0.0053,0.0011,0.0012,0.05307508355997248,0.04508994891519075,0.02217711788144575,1.8960524572328898,1.0,False,57.69638499745189,1.0,True,386.0927115408995,1.0,True,0.5274115682745434,1.0,False,11.871068460413372,2.0,True,112.18779803598719,3.0,274.61865602977366,2.4478478126621446,True,15.943687244398452,94802400.0,4797413.791968556,5852220.737589014,15.943687244398452,32.395477895740775,3.6801851876842034e+26,7.360370375368407e+26,1.0,True,144.3764426276538,89370789.60661852,512723.1810227125,574434.1144047023,144.3764426276538,317.34138330402646,7.211271379130476e+37,1.4422542758260953e+38,1.0,True,0.25933286156829,94802400.0,295004794.0685316,359478550.2884794,0.25933286156829,0.527133353315417,582928.2299019203,1165856.4598038406,1.0,False,5.086700545028758e-20,1.0,True,2.5959361416040935e-31,1.0,True,32.113730369774174,1.0,False,654138097.745347,12271879.982924717,1.8325957145940461,1.8325957145940461,0,0.12034215035660897,0.003928138490510921,0.3478264070015724,0.18141144641956342,8.22968823040223,8.547663042858092,6.385021550950389
6448,0.072,0.317,0.238,0.24954991178010125,1.5450558611072183,3.1415926535897927,0.015,0.003,0.017,0.006,0.006,0.0011,0.0033,0.00920757128839544,0.09035383665947781,0.021764453978433462,0.5841975896655471,1.0,True,192.48541389911296,1.0,True,61.36275255688293,1.0,True,1.711749616379793,1.0,True,16.39979809190325,2.0,True,814.0919956069781,3.0,2196.9492482381893,2.6986498578703846,True,81.29984098407203,94090574.38022347,927578.3239240292,1179385.3617104783,81.29984098407203,163.74273669368154,7.314793868683998e+34,1.4629587737367996e+35,1.0,True,12.73869975363906,94802400.0,6166266.60004651,6500014.903681642,12.73869975363906,27.237670337458855,1.9872477711029078e+25,3.9744955422058156e+25,1.0,True,0.851768561737394,94802400.0,89106305.04940234,113075952.61004315,0.851768561737394,1.7063811829676756,647446528510.3798,1294893057020.7595,1.0,False,2.5591972017343956e-28,1.0,True,9.420063402366046e-19,1.0,True,2.8913584636974208e-05,1.0,True,201548168.43461376,9237624.386586465,1.8325957145940461,1.8325957145940461,0,0.12132586192630672,0.0024940561844513784,0.3618944164068811,0.18894634062221377,8.72349245989592,8.778808005130392,6.6022699479183835
6451,0.116,0.149,0.03,0.24954868382876422,1.9722533408397656,3.1415926535897927,0.016,0.005,0.012,0.01,0.0037,0.0026,0.0012,0.02627570664506346,0.050161200634671915,0.02217711788144575,0.5911365466382957,1.0,True,392.08080629621804,1.0,True,126.88564980572085,1.0,True,1.6916565312817302,1.0,True,3.383080236485262,2.0,True,8852.112443844926,3.0,32497.09840636152,3.671112247219305,True,162.436713664025,93253289.53913026,472321.8407089247,527102.164933813,162.436713664025,345.19883257969946,1.872784076720514e+38,3.745568153441028e+38,1.0,True,49.29526612357946,94802400.0,1575915.3238930076,1769115.5067422618,49.29526612357946,103.13806283647304,1.5405076821953222e+32,3.0810153643906444e+32,1.0,True,0.7702527805123942,94802400.0,100611195.58644122,114472173.12540187,0.7702527805123942,1.6040291821085066,157751249041.7231,315502498083.4462,1.0,False,9.995813309552017e-32,1.0,True,1.2151838135154768e-25,1.0,True,0.00011866784011991441,1.0,True,203942108.59021202,39417074.12915317,2.0943951023931953,0.7853981633974483,0,0.09861402516118112,0.0018063353466392512,0.38884494218276955,0.6991031223003367,13.281390482223934,13.473492182380125,7.940198152228622
6452,0.116,0.149,0.03,0.24954868382876422,1.9722533408397656,3.1415926535897927,0.018,0.011,0.006,0.016,0.0044,0.0039,0.0014,0.06530508186032546,0.03987252645801304,0.0221544104497456,0.5885122664942248,1.0,True,231.29084592354366,1.0,True,361.498130136342,1.0,True,1.6991999265487072,1.0,True,5.816624531892195,2.0,True,2584.476969465763,3.0,9359.164341032118,3.6212991841698434,True,84.73025571156941,94404829.30954626,914430.746760847,1021974.2587027837,84.73025571156941,178.16520770529465,8.635598700356734e+34,1.727119740071347e+35,1.0,True,124.8622338999117,90719896.00283659,602635.6824628913,659782.6332537949,124.8622338999117,273.2850083881589,1.1016905669217343e+37,2.2033811338434686e+37,1.0,True,0.7996733616845763,94802400.0,96891436.30653466,110353372.22900215,0.7996733616845763,1.6646979117975924,244464620327.828,488929240655.656,1.0,False,2.167770950174732e-28,1.0,True,1.6992067066804517e-30,1.0,True,7.657549781598829e-05,1.0,True,203036731.94050756,23976790.903954834,2.0943951023931953,0.7853981633974483,0,0.1273320187680841,0.0026191862526269145,0.39700805257349375,0.6926166413969578,12.908447718037502,13.3834109233494,7.868829040015038
6457,0.116,0.149,0.03,0.24954868382876422,1.9722533408397656,3.1415926535897927,0.013,0.006,0.012,0.005,0.0069,0.0013,0.0016,0.025396632240682355,0.025048662603497297,0.02212820956701466,0.5343485136991726,1.0,True,158.92229397410517,1.0,True,124.68936113146268,1.0,True,1.871437787067524,1.0,True,22.394329848630072,2.0,True,1144.4042350513419,3.0,4062.13730079519,3.549565071832287,True,70.01931749088735,94802400.0,1113246.055867688,1226321.7658555428,70.01931749088735,147.46313263356774,8.765971830450811e+33,1.7531943660901623e+34,1.0,True,46.246417453583945,94802400.0,1682906.3166048161,1869968.1397430524,46.246417453583945,97.1044725162167,7.177180119795809e+31,1.4354360239591617e+32,1.0,True,0.8845816915012796,94802400.0,88126483.12693629,97033309.63369751,0.8845816915012796,1.8632554879017411,736276725137.6501,1472553450275.3003,1.0,False,2.13553047649222e-27,1.0,True,2.608266713046152e-25,1.0,True,2.542522310005143e-05,1.0,True,184350237.22621453,9985637.849753287,2.0943951023931953,2.0943951023931953,0,0.07257350441119431,0.0018063353466392512,0.3700926436714698,0.6832961519159381,13.067700045012064,13.254165750556584,7.766213115837745
6458,0.116,0.149,0.03,0.24954868382876422,1.9722533408397656,3.1415926535897927,0.012,0.016,0.008,0.011,0.0031,0.0038,0.0011,0.06291745702709457,0.03667485450315574,0.022187161553159272,0.8310683639281045,1.0,True,192.74251025401406,1.0,True,264.61967435221754,1.0,True,1.2032704448926776,1.0,True,2.0379606001626436,2.0,True,4229.519528613572,3.0,15251.971518719007,3.6060766277437124,True,72.3941566742124,94802400.0,1075152.0152972299,1194116.3981680279,72.3941566742124,152.03137625891162,1.3141019068008466e+34,2.628203813601693e+34,1.0,True,101.22111627524538,90873564.0953386,742577.0862664845,824877.1385807745,101.22111627524538,220.10212134495896,9.717691474407567e+35,1.9435382948815134e+36,1.0,True,0.5328606639450408,94802400.0,145688571.48197815,164173067.09749264,0.5328606639450408,1.1134001665440663,2130333098.0976498,4260666196.1952996,1.0,False,1.4245470540084252e-27,1.0,True,1.926383447066707e-29,1.0,True,0.008787358191409893,1.0,True,286718585.55519605,67790248.37908174,2.0943951023931953,0.7853981633974483,0,0.12177947308340958,0.0028449781709568205,0.3937300935144126,0.6906575175211767,12.898481049807613,13.356516239983547,7.847268224649486
6471,0.087,0.201,0.113,0.24983912440567269,1.9826987436322916,3.1415926535897927,0.013,0.009,0.005,0.015,0.0064,0.0035,0.0022,0.028862045272415048,0.04194300864266032,0.022028646212637094,13.194621554787078,1.0,False,1.0136325631807916,1.0,True,1.7840490039268564,1.0,True,0.0757884563682082,1.0,False,0.18037639944303696,2.0,False,922.3594208841022,3.0,2790.262314514307,3.0251355939312443,True,0.3512856557523742,94802400.0,225476856.43308115,226188165.1534788,0.3512856557523742,0.7638404204694031,13271101.648492772,26542203.296985544,1.0,False,0.670268765695366,93383233.27844118,116714636.43265012,116930963.17207836,0.670268765695366,1.4765953246440597,28068348279.587498,56136696559.174995,1.0,False,0.03440569146606736,94802400.0,2302338404.0378957,2308403541.3065014,0.03440569146606736,0.07482526762278613,2.4522661202066525e-05,4.904532240413305e-05,1.0,False,1.4105837251367954,1.0,False,0.000666943413040588,1.0,True,763375550709.9069,1.0,False,4552144436.401542,423053248.57564205,1.8325957145940461,1.8325957145940461,0,0.09283370012771247,0.0020140049065170912,19.74591771112258,-4.734500721737294,1268.385843246334,1268.629616046285,542.2173928774565
6472,0.087,0.201,0.113,0.24983912440567269,1.9826987436322916,3.1415926535897927,0.013,0.013,0.01,0.016,0.0064,0.0016,0.0027,0.04151833571551199,0.090017015073467,0.021921659274819098,76.2511208836272,1.0,False,3.0929663281507422,1.0,True,2.6638913590248414,1.0,True,0.01311456131282553,1.0,False,0.1730544142956953,2.0,False,7259.299371093137,3.0,23810.238417188753,3.279963698976545,True,1.0223516192063902,91789399.80963272,75403773.48214157,75662108.22692463,1.0223516192063902,2.283771796099045,4512380467203.609,9024760934407.219,1.0,True,0.956470801135724,91513541.0539739,80415434.12282538,80556218.65198338,0.956470801135724,2.1432345015593373,2135248260163.1445,4270496520326.289,1.0,False,0.00602509665283623,94802400.0,13146747067.334618,13184540569.128363,0.00602509665283623,0.013102283669646738,3.9023091358540354e-14,7.804618271708071e-14,1.0,False,4.148586347285797e-06,1.0,True,8.767130431273454e-06,1.0,True,4.797159668362116e+20,1.0,False,26306636704.851383,657665917.6212847,1.8325957145940461,1.8325957145940461,0,0.15345701006379808,0.0023560057396992385,20.591182648536286,-4.935121017357617,1321.9651319487539,1322.3157858018676,565.2208234681934
6473,0.087,0.201,0.113,0.24983912440567269,1.9826987436322916,3.1415926535897927,0.006,0.013,0.018,0.007,0.0041,0.0024,0.0017,0.0189291765831596,0.07099214871255347,0.022113799081512644,18.06763686916502,1.0,False,2.5080837730774523,1.0,True,0.8275582854128917,1.0,False,0.05534758127149664,1.0,False,0.04622202825908406,2.0,False,2889.307601872115,3.0,9187.77574923271,3.1799230179851836,True,0.9133811179721503,93003383.61342259,85332830.44930805,85640389.96101357,0.9133811179721503,2.0178598681830318,1070825827021.3694,2141651654042.7388,1.0,False,0.35009665959410285,94802400.0,226310118.5957971,226612449.471179,0.35009665959410285,0.761719605786972,12713907.816541376,25427815.63308275,1.0,False,0.02326391178964272,94802400.0,3405072319.294642,3413581845.8362994,0.02326391178964272,0.05059649479867334,2.590128383100517e-07,5.180256766201034e-07,1.0,False,1.7481834606167398e-05,1.0,True,1.47240331376671,1.0,False,72274409724784.36,1.0,False,6233334719.861932,1595783699.5065432,1.8325957145940461,1.8325957145940461,0,0.11203512437722571,0.0020140049065170912,20.261250196310794,-4.857295470020065,1301.3297513833002,1301.4896275905962,556.2966320820882
6474,0.087,0.201,0.113,0.24983912440567269,1.9826987436322916,3.1415926535897927,0.013,0.004,0.02,0.012,0.0048,0.0012,0.0027,0.012796600796915535,0.1351795062937589,0.021921659274819098,140.75865619292796,1.0,False,7.112755628937468,1.0,True,0.6000175659409952,1.0,False,0.007104358815626731,1.0,False,0.07029647624407183,2.0,False,14611.246421368163,3.0,51430.1149811277,3.519899226797922,True,2.627128000017927,89765098.31132548,28797222.4384041,28901443.261365723,2.627128000017927,5.979341043953748,3.2761574814548666e+17,6.552314962909733e+17,1.0,True,0.22971603658552162,94802400.0,344849305.7107858,345655007.23919606,0.22971603658552162,0.49963482273714743,94894.20950980113,189788.41901960227,1.0,False,0.0032640381396665742,94802400.0,24267066248.310127,24340175463.667107,0.0032640381396665742,0.007097707828070176,3.13317628764671e-17,6.26635257529342e-17,1.0,False,5.7140110345632334e-11,1.0,True,197.27231088917503,1.0,False,5.974767546214375e+23,1.0,False,48561736386.56015,1214043409.6640036,1.8325957145940461,1.8325957145940461,0,0.16989776636549353,0.001520003703031767,21.38542777933657,-5.124713283123122,1372.9426724809243,1373.0507484982331,586.9592540084051
6475,0.087,0.201,0.113,0.24983912440567269,1.9826987436322916,3.1415926535897927,0.006,0.004,0.019,0.011,0.0045,0.0025,0.0027,0.005806718869210039,0.11797047537717116,0.021921659274819098,14.06928361712933,1.0,False,6.082262195241709,1.0,True,0.19405502221637583,1.0,False,0.07107682432263301,1.0,False,0.05874599069566851,2.0,False,10976.77122148532,3.0,37633.569958267886,3.4284735646677262,True,2.2779213630863753,90450523.21988608,33425339.87334923,33546240.520603612,2.2779213630863753,5.151438833764651,5.790896538567396e+16,1.1581793077134792e+17,1.0,True,0.05638486987936558,94802400.0,1404999323.869597,1407926364.8303356,0.05638486987936558,0.12264810314255077,0.0076501992036045905,0.015300398407209181,1.0,False,0.029795982225395812,94802400.0,2658461579.820202,2665888633.9544277,0.029795982225395812,0.06479663924199619,4.605472787381527e-06,9.210945574763054e-06,1.0,False,3.2326600683201155e-10,1.0,True,2446995104.5431056,1.0,False,4064729261084.915,1.0,False,4853902847.909618,1263372659.6884296,1.8325957145940461,1.8325957145940461,0,0.1456988535212003,0.001520003703031767,21.081760133447897,-5.052704173066815,1353.7316329257185,1353.7806754466828,578.7024043521335
6476,0.087,0.201,0.113,0.24983912440567269,1.9826987436322916,3.1415926535897927,0.017,0.017,0.005,0.017,0.0032,0.0033,0.0012,0.07172435340951828,0.047570311080897335,0.02217711788144575,92.63308123422253,1.0,False,1.0802281842173946,1.0,True,5.683564239402572,1.0,True,0.010795279469021464,1.0,False,0.022434202061381418,2.0,False,1034.8411766224722,3.0,3162.2972897828813,3.0558286249335644,True,0.3347973491018584,94802400.0,236581523.31982937,237326379.62255412,0.3347973491018584,0.7279895478804543,7588040.160131288,15176080.320262576,1.0,False,2.0648323108072852,88852519.63220207,36332676.86563989,36413808.14766347,2.0648323108072852,4.742497179580689,2.1956586549759964e+16,4.391317309951993e+16,1.0,True,0.004888829179034103,94802400.0,16202941531.497536,16245789481.694706,0.004888829179034103,0.01063215692039661,3.4339339270902363e-15,6.867867854180473e-15,1.0,False,2.4670401849423143,1.0,False,8.525915427507402e-10,1.0,True,5.451473556994878e+21,1.0,False,31958413025.806774,3244481358.572484,1.8325957145940461,1.8325957145940461,0,0.14147178237186137,0.0026980065728813866,19.855191216483234,-4.759365759073436,1274.6783094448494,1275.2840801698749,545.0682949370658
6477,0.087,0.201,0.113,0.24983912440567269,1.9826987436322916,3.1415926535897927,0.017,0.01,0.006,0.017,0.006,0.0011,0.0011,0.04198148429465147,0.05721765064037078,0.022187161553159272,242.4978209711569,1.0,False,1.5481578356852468,1.0,True,2.8822834124913554,1.0,True,0.004123748394914203,1.0,False,0.14661002936603176,2.0,False,1758.6773976588754,3.0,5464.449716744818,3.107135921584601,True,0.5453211042311563,94090574.38022347,144333326.2965958,144802973.0659055,0.5453211042311563,1.1932088802432246,2374890627.1252146,4749781254.250429,1.0,False,1.1003843985952704,91483851.12572825,69872612.45674004,70036655.90905051,1.1003843985952704,2.465883811914469,10942783059381.652,21885566118763.305,1.0,True,0.0018955087944899157,94802400.0,41789085577.531525,41905494910.645386,0.0018955087944899157,0.004122130704134855,5.639864125210248e-20,1.1279728250420496e-19,1.0,False,0.007882468264511366,1.0,True,1.7107165424385027e-06,1.0,True,3.319228900625711e+26,1.0,False,83661748235.04913,1353351809.6846185,1.8325957145940461,1.8325957145940461,0,0.12138629648818153,0.002166005276820268,20.02242618344275,-4.799907710960259,1285.7786574835338,1286.133231165864,549.7168473139974
6478,0.087,0.201,0.113,0.24983912440567269,1.9826987436322916,3.1415926535897927,0.015,0.007,0.018,0.003,0.0032,0.0013,0.0031,0.025869738690261608,0.030430366506285098,0.021820349194926134,59.04308408440135,1.0,False,1.0093968029566087,1.0,True,2.222887159876037,1.0,True,0.016936784646454317,1.0,False,0.02278630180719582,2.0,False,244.1009861676209,3.0,723.2359919221082,2.962855674108058,True,0.3725788828171509,94802400.0,212586919.60382634,213280287.7974557,0.3725788828171509,0.8101116827126741,26313550.045685336,52627100.09137067,1.0,False,0.9672515700954416,93940683.92855063,81282885.7769892,81433632.22908273,0.9672515700954416,2.1202518602759555,1884802210937.9902,3769604421875.9805,1.0,False,0.007515736019639203,94802400.0,10539719716.36118,10567317506.290968,0.007515736019639203,0.016345259467763898,5.098890563861829e-13,1.0197781127723658e-12,1.0,False,0.7114205406529531,1.0,True,9.932076634547138e-06,1.0,True,3.671386895941091e+19,1.0,False,20369864009.118465,3192472593.4475603,1.8325957145940461,1.8325957145940461,0,0.07812045439147283,0.001520003703031767,19.53623942082789,-4.684721044956867,1255.088746650864,1255.3072484919314,536.5093860239374
6479,0.087,0.201,0.113,0.24983912440567269,1.9826987436322916,3.1415926535897927,0.006,0.005,0.007,0.005,0.0033,0.0034,0.0033,0.007290102576121009,0.019638167576121014,0.021764453978433462,14.499718564834584,1.0,False,0.5665952029879716,1.0,False,0.31614592293732136,1.0,False,0.391701388533597,1.0,False,0.025234320899265413,2.0,False,448.20102652989226,3.0,1302.12241344001,2.9052196143356364,True,0.21170514188576475,94802400.0,374128345.84444815,375363066.8563223,0.21170514188576475,0.4603121452143162,36788.61674475159,73577.23348950318,1.0,False,0.13404896946335004,94802400.0,591005249.2610036,592102749.0311217,0.13404896946335004,0.29160482432544155,180.61405616656597,361.22811233313195,1.0,False,0.031236813912745093,94802400.0,2536422727.1501627,2539938378.6384354,0.031236813912745093,0.06796206826314916,7.953994637584907e-06,1.5907989275169814e-05,1.0,False,508.8530544620346,1.0,False,103646.41820975459,1.0,False,2353534400380.738,1.0,False,1091268224.4787297,2886386476.1087966,1.8325957145940461,1.8325957145940461,0,0.048692724130675484,0.001520003703031767,19.34149691662454,-4.638902321952262,1242.9844321932562,1243.0460075442263,531.2559712656634
6480,0.087,0.201,0.113,0.24983912440567269,1.9826987436322916,3.1415926535897927,0.008,0.003,0.017,0.002,0.0057,0.0012,0.0023,0.005812575012234811,0.019134541343203467,0.02200899555058889,60.894924297033725,1.0,False,0.7541449943879686,1.0,False,0.32507489816929064,1.0,False,0.03138882704632463,1.0,False,0.1300355367357638,2.0,False,69.69593309237428,3.0,202.38702654610438,2.9038570482708463,True,0.2945919399976372,94802400.0,268855686.4881905,269788029.66847837,0.2945919399976372,0.6404975861626017,1715276.9058315922,3430553.8116631843,1.0,False,0.007541382529276403,94802400.0,10506916520.990683,10515892422.78678,0.007541382529276403,0.01641074705681119,5.287097502593944e-13,1.0574195005187887e-12,1.0,False,0.01422176457540844,94802400.0,5569787503.719287,5585033931.834449,0.01422176457540844,0.030928330138964153,8.478025265573315e-10,1.695605053114663e-09,1.0,False,10.91368975840333,1.0,False,3.5406950582650757e+19,1.0,False,2.208061360233996e+16,1.0,False,10991172097.34655,12122048105.189018,1.8325957145940461,1.8325957145940461,0,0.046956111906027165,0.001520003703031767,19.341647533547487,-4.638998044896369,1243.0231829574302,1243.0722785531411,531.2665321808927
6487,0.104,0.222,0.102,0.2503024517890527,1.6008168771023952,3.1415926535897927,0.007,0.002,0.007,0.014,0.0056,0.0015,0.0028,0.004039077388568858,0.060758997942118975,0.0218976417989824,5.994649935345992,1.0,False,306.1083824087242,1.0,True,14.565570155322758,1.0,True,3.8081007862820844,1.0,True,21.483052605727462,2.0,True,1711.8316480531832,3.0,5858.036631932057,3.422086884883939,True,141.69437641103247,94297829.1774542,499249.68017675617,851553.644571992,141.69437641103247,255.40357628611153,9.828571860848607e+37,1.9657143721697213e+38,1.0,True,0.07707403494125747,94802400.0,1025606346.5696964,1041434745.6046565,0.07707403494125747,0.16690524504139834,0.2972722160329216,0.5945444320658432,1.0,False,2.1914009071303724,94802400.0,31391316.191411577,60474234.21325055,2.1914009071303724,3.755488303072219,1.2016995029941664e+17,2.4033990059883328e+17,1.0,True,1.904651079020925e-31,1.0,True,62972585.36239001,1.0,False,1.5577937706853553e-10,1.0,True,90596341.68370569,1193324989.3796499,2.356194490192345,0.7853981633974483,0,0.08669571712967024,0.0018300904114427335,0.295398951984232,0.6165645039846754,4.2736898979701365,4.288311182947709,3.84739458043886
6489,0.104,0.222,0.102,0.2503024517890527,1.6008168771023952,3.1415926535897927,0.014,0.014,0.015,0.004,0.0044,0.0011,0.0018,0.05753716248259535,0.03723259535728244,0.02209851523325293,0.6580471467200755,1.0,True,214.5997753583796,1.0,True,407.4736869324905,1.0,True,1.5196479537740277,1.0,True,10.173479065353469,2.0,True,354.6556367757623,3.0,1171.1193599864166,3.3021309646542543,True,78.35739556147965,94802400.0,911081.710496374,1522277.8477730488,78.35739556147965,141.77929390975825,9.012005065598003e+34,1.8024010131196006e+35,1.0,True,162.81909431705742,90770566.36277562,453519.16573683656,553258.010392612,162.81909431705742,342.67761345797624,3.0035280988296883e+38,6.0070561976593765e+38,1.0,True,0.8617770527002752,94802400.0,80887679.33078331,148362612.02022168,0.8617770527002752,1.5049053938682708,1994706569190.569,3989413138381.138,1.0,False,2.077229191920989e-28,1.0,True,6.232670174550445e-32,1.0,True,9.38483899794664e-06,1.0,True,227026265.61842602,18166171.420578506,2.356194490192345,0.7853981633974483,0,0.11686827307313072,0.002379117534875554,0.300433482627447,0.6037370509321512,4.0467069356857905,4.237951822347347,3.775346049802933
6493,0.121,0.153,0.022,0.24987746016454054,1.5500660874841812,3.1415926535897927,0.013,0.015,0.018,0.018,0.0078,0.0012,0.0023,0.0659938112793964,0.13912192208883115,0.02200899555058889,0.6380904160404022,1.0,True,2648.717580243355,1.0,True,240.57864525370073,1.0,True,1.5671760221778392,1.0,True,36.398423152427654,2.0,True,64988.92211466093,3.0,269614.36963917036,4.148620424316096,True,916.7261460345685,88295618.60400997,69347.17601689271,147527.81335537747,916.7261460345685,1590.7781759371096,9.140444937211142e+47,1.8280889874422285e+48,1.0,True,73.93625023014094,90796106.48736455,1018738.8279664688,1113360.1529649529,73.93625023014094,161.81237507523429,2.4592553772489617e+34,4.918510754497923e+34,1.0,True,0.9809137081280882,94802400.0,66442306.720154785,153887275.3190791,0.9809137081280882,1.5658360389326484,19648995039680.43,39297990079360.86,1.0,False,2.0480403447090503e-41,1.0,True,7.612060208623421e-28,1.0,True,9.52720480726655e-07,1.0,True,220141193.53393877,5219681.606371519,0.0,0.7853981633974483,0,0.2271247289188164,0.003325061184069408,0.4781626396007483,0.8786162513919726,4.363362089521397,4.149563738152264,3.8588557038580906
