design_id,r,l,e,ROM,QRR,omega,width_r,thickness_r,width_l,thickness_l,pin_diameter_A,pin_diameter_B,pin_diameter_C,mass_crank,mass_rod,mass_slider,sigma_max_rod,sigma_min_rod,sigma_m_rod,sigma_a_rod,tau_m_rod,tau_a_rod,R_rod,sigma_a_eq_rod,sigma_m_eq_rod,S_n_prime_rod,n_f_rod,n_y_rod,n_rod,b_B_rod,N_f_rod,t_f_rod,D_rod,failed_miner_rod,sigma_max_crank,sigma_min_crank,sigma_m_crank,sigma_a_crank,tau_m_crank,tau_a_crank,R_crank,sigma_a_eq_crank,sigma_m_eq_crank,S_n_prime_crank,n_f_crank,n_y_crank,n_crank,b_B_crank,N_f_crank,t_f_crank,D_crank,failed_miner_crank,sigma_max_pin,sigma_min_pin,sigma_m_pin,sigma_a_pin,tau_m_pin,tau_a_pin,R_pin,sigma_a_eq_pin,sigma_m_eq_pin,S_n_prime_pin,n_f_pin,n_y_pin,n_pin,b_B_pin,N_f_pin,t_f_pin,D_pin,failed_miner_pin
120,0.109,0.206,0.08,0.24981760212403256,1.5871345478121166,3.1415926535897927,0.006,0.004,0.008,0.008,0.0026,0.0025,0.0037,0.007328991505223496,0.03685477493223005,0.021642183192355745,301804.1540863591,91504.61561586485,196654.38485111197,105149.7692352471,379596.0615082614,226320.93462168792,0.3031920348905518,405857.08114350884,686259.7589972187,94802400.0,175.37976379378674,315.900265722067,175.37976379378674,-0.086,1.092342034060588e+39,2.184684068121176e+39,1.7137489372638823e-32,False,1576429.3984744356,22758.94640446719,799594.1724394513,776835.2260349842,46215619.34478752,42948945.62455204,0.014437022315424845,74393811.99905401,80051794.26538481,94802400.0,1.0521180452919758,2.233796145740123,1.0521180452919758,-0.086,5278394445356.539,10556788890713.078,3.5465329834279792e-06,False,5730820.945950271,1716882.7389496446,3723851.8424499575,2006969.1035003131,581851.850382806,313588.92242192395,0.2995875730793671,2079167.867008838,3857813.794352914,94802400.0,33.423814511066965,58.11033614021104,33.423814511066965,-0.086,6.139989587934459e+30,1.2279979175868918e+31,3.0488651050461398e-24,False
121,0.078,0.228,0.149,0.24998165193193006,1.8626295232768055,3.1415926535897927,0.006,0.004,0.007,0.007,0.0034,0.0038,0.0024,0.00521727768299853,0.031171708265153773,0.02198847152578299,5182423.5793666905,162381.93614471177,2672402.757755701,2510020.8216109895,4824434.190384636,4629746.681314023,0.031333204177138176,8402610.756445603,8773097.074107697,94802400.0,9.363589347208581,20.08650842245295,9.363589347208581,-0.086,5.439449485084495e+23,1.087889897016899e+24,3.441524744614704e-17,False,16910671.993560955,92047.8795492276,8501359.936555091,8409312.057005864,211478593.04081547,205169755.49277496,0.005443182836511553,355463925.36538404,366390309.73040134,94802400.0,0.22182310768372643,0.47793582585855543,0.22182310768372643,-0.086,66702.88783833831,133405.77567667663,280.6475192703793,True,65542198.32811442,2218486.5982070733,33880342.463160746,31661855.864953674,2906201.7555964617,2711700.9582419163,0.03384821771007718,32008328.339260265,34252235.42126483,94802400.0,2.447694914052867,5.206716943231544,2.447694914052867,-0.086,9.582961483223923e+16,1.9165922966447846e+17,1.9534671022910313e-10,False
122,0.078,0.228,0.149,0.24998165193193006,1.8626295232768055,3.1415926535897927,0.007,0.008,0.009,0.004,0.0019,0.0028,0.0031,0.012308887928487168,0.022961074198781708,0.021820349194926134,11930293.982897421,312476.58783736837,6121385.285367395,5808908.697530027,7119300.889991799,6801226.731734969,0.026191859838937473,13134438.527232101,13766796.76971468,94802400.0,5.9862995050891525,12.824689877314169,5.9862995050891525,-0.086,3.0183721068866086e+21,6.036744213773217e+21,6.202018617018467e-15,False,3925209.3303394127,22564.99185681285,1973887.1610981128,1951322.1692412999,36291512.04851809,35251443.96136533,0.005748735916426056,61088465.051038995,62889727.06911638,94802400.0,1.2910168108877595,2.782747466309542,1.2910168108877595,-0.086,52190350442458.58,104380700884917.16,3.5868699560926227e-07,False,297707427.4275415,10465349.035505764,154086388.23152363,143621039.19601786,9148879.301246714,8527499.20226356,0.035153133819789927,144378522.04423591,154899067.18777284,94802400.0,0.5424041716958268,1.1527759258062784,0.5424041716958268,-0.086,2366260487.1783094,4732520974.356619,0.00791121691860857,False
123,0.078,0.228,0.149,0.24998165193193006,1.8626295232768055,3.1415926535897927,0.005,0.001,0.007,0.004,0.0016,0.0026,0.004,0.0010930406477456373,0.017805614636347944,0.021541309793841633,9613272.622198088,273793.46165204584,4943533.041925067,4669739.580273021,6260335.791499188,5963263.787639158,0.02848077573706035,11335255.301512798,11916959.830576848,94802400.0,6.932891009514643,14.837296061478307,6.932891009514643,-0.086,1.6738967427184958e+22,3.3477934854369916e+22,1.1183485529458492e-15,False,145835606.09369278,712732.8097181094,73274169.45170544,72561436.64198734,129153677371.76894,127090947168.27962,0.004887234529407111,220127989636.83243,223700743192.9023,94802400.0,0.00035905160628196955,0.0007773268706610569,0.00035905160628196955,-0.086,2.2931200387645063e-28,4.586240077529013e-28,8.16354995968114e+34,True,62127124.93393305,2136509.4480094034,32131817.190971226,29995307.742961824,12852726.876388494,11998123.097184733,0.03438931787494433,36490866.80473045,39090042.727926396,94802400.0,2.146628572431788,4.564644724881659,2.146628572431788,-0.086,2.087495185328995e+16,4.17499037065799e+16,8.967685353990253e-10,False
124,0.078,0.228,0.149,0.24998165193193006,1.8626295232768055,3.1415926535897927,0.008,0.004,0.005,0.009,0.002,0.0035,0.0013,0.007041598551874081,0.02854910977104803,0.022166200846974522,8908918.833024789,230721.57308324415,4569820.203054016,4339098.629970772,5491538.756291805,5262115.853555985,0.025897819635304582,10094422.553536676,10552452.3416979,94802400.0,7.792635942662003,16.709550561553897,7.792635942662003,-0.086,6.444537480917392e+22,1.2889074961834784e+23,2.9047856507050947e-16,False,14961364.923589822,84973.66377111721,7523169.2936804695,7438195.629909352,100790735.69054005,97860968.18277133,0.005679539547701152,169663296.0756007,174736702.72539276,94802400.0,0.4648080745660363,1.001742163766247,0.4648080745660363,-0.086,362340691.57158726,724681383.1431745,0.051664084204303365,False,529030141.95603836,17907997.23665479,273469069.59634656,255561072.3596918,9875271.95764585,9228594.279655537,0.033850617982638345,256060466.6143743,274003458.03402525,94802400.0,0.3059707431538653,0.6508648937556812,0.3059707431538653,-0.086,3023951.8252435345,6047903.650487069,6.190574811320739,True
125,0.078,0.228,0.149,0.24998165193193006,1.8626295232768055,3.1415926535897927,0.006,0.006,0.008,0.006,0.0034,0.0016,0.0039,0.007871461767919571,0.030558485156935614,0.021575807622770702,5999783.8456525095,154731.76658871103,3077257.8061206103,2922526.039531899,5018603.996913905,4814571.2455541445,0.025789556852257416,8836370.707892034,9221099.383416867,94802400.0,8.904750835031308,19.105666422565434,8.904750835031308,-0.086,3.029511486309804e+23,6.059022972619608e+23,6.179214069527265e-17,False,8188695.022439567,45003.59720075516,4116849.309820161,4071845.712619406,89998878.23536475,87178690.4018886,0.005495820405746133,151052812.3143439,155936983.1025078,94802400.0,0.521867649187346,1.1238158569132093,0.521867649187346,-0.086,1399106096.0963507,2798212192.1927013,0.013379971720679881,False,376871931.2561876,13050597.913994271,194961264.58509094,181910666.67109668,12997417.639006065,12127377.778073115,0.034628734144498595,183119388.7168673,196256702.52112684,94802400.0,0.427730852428911,0.9093878290384173,0.427730852428911,-0.086,149174126.4978494,298348252.9956988,0.12549093089725502,False
126,0.076,0.327,0.24,0.25025068526607813,1.507382419770035,3.1415926535897927,0.008,0.003,0.007,0.002,0.0019,0.0024,0.004,0.005152792432202776,0.01275636213196246,0.021541309793841633,1925800.4362406873,431606.24932975165,1178703.3427852194,747097.0934554678,40333464.125826076,28367755.174219985,0.22411784793874112,49140072.8015385,69869552.21509717,94802400.0,1.5082966866493934,2.898925191569795,1.5082966866493934,-0.086,655691746480959.2,1311383492961918.5,2.8550000972970326e-08,False,841348.518545837,10761.822824174402,426055.1706850057,415293.3478608313,27211582.719199434,25324316.24816958,0.012791159177144368,43864968.356043465,47133769.478580505,94802400.0,1.7848079639738836,3.791261375811429,1.7848079639738836,-0.086,2455639126138999.0,4911278252277998.0,7.623269966965159e-09,False,10446883.300181204,2159024.2474711332,6302953.773826169,4143929.5263550356,997967.68085581,656122.1750062141,0.206666829276602,4296933.888833027,6535674.773968463,94802400.0,16.99045457408424,31.84828426274723,16.99045457408424,-0.086,1.325096989656844e+27,2.650193979313688e+27,1.4127267774450125e-20,False
127,0.076,0.327,0.24,0.25025068526607813,1.507382419770035,3.1415926535897927,0.009,0.007,0.006,0.006,0.0025,0.0026,0.0036,0.013558404134141116,0.03277806729627295,0.021674060933011722,654717.709889353,163632.36063128585,409175.0352603194,245542.6746290336,2189370.8686220096,1476657.0056417887,0.24992811124498165,2569404.3944067857,3814113.0830892213,94802400.0,28.571877399327043,54.04543830517237,28.571877399327043,-0.086,5.236776683239908e+29,1.0473553366479817e+30,3.57471802452692e-23,False,357100.2459058725,11732.317595009603,184416.28175044103,172683.96415543146,6534247.7094989065,5482021.717058489,0.0328544091736697,9496710.27621561,11319151.414847748,94802400.0,8.090037012666079,16.57389951568111,8.090037012666079,-0.086,1.3104718674176448e+23,2.6209437348352897e+23,1.428493084471074e-16,False,10735432.752056923,2544462.227090468,6639947.489573696,4095485.262483227,592852.454426223,365668.3270074311,0.23701533844576,4144169.339125339,6718878.2369122915,94802400.0,17.35373554561492,31.759043453056574,17.35373554561492,-0.086,2.018608368802786e+27,4.037216737605572e+27,9.27371563960305e-21,False
128,0.076,0.327,0.24,0.25025068526607813,1.507382419770035,3.1415926535897927,0.005,0.003,0.003,0.004,0.0038,0.0017,0.0016,0.0031703596755682075,0.010916165729705463,0.02212820956701466,1755199.1211281642,388682.2356620482,1071940.6783951062,683258.442733058,4818003.262182107,3401873.5713862297,0.22144623420972345,5931700.724636595,8413591.570856672,94802400.0,12.501790417724127,24.049701664732588,12.501790417724127,-0.086,3.119619511998531e+25,6.239239023997062e+25,6.000731796938708e-19,False,2848700.073631349,38939.563247685845,1443819.8184395174,1404880.2551918316,207795875.04959327,196327682.74793172,0.013669239386808477,340052423.49974364,359915909.1767779,94802400.0,0.23083346006371447,0.4928794402466717,0.23083346006371447,-0.086,111680.63398761499,223361.26797522997,167.6208249505101,True,14657993.176552018,2886301.5347104417,8772147.35563123,5885845.820920788,1242720.8753810907,833828.1579637782,0.1969097338186497,6060444.638695292,9032365.955342587,94802400.0,12.102482885165381,22.85856553028536,12.102482885165381,-0.086,2.4303476691625753e+25,4.8606953383251505e+25,7.702601663757165e-19,False
129,0.076,0.327,0.24,0.25025068526607813,1.507382419770035,3.1415926535897927,0.005,0.001,0.005,0.007,0.0013,0.0031,0.0026,0.0010623075020950326,0.03184420840398848,0.02194480338789809,665160.886279579,167514.7380887083,416337.8121841437,248823.07409543535,1142371.4267213196,772038.4756221366,0.25184093283906483,1360162.9114650788,2021972.9482913932,94802400.0,53.95598188628419,102.00654684074148,53.95598188628419,-0.086,8.534437767349327e+32,1.7068875534698654e+33,2.1934661087597527e-26,False,19392626.485441055,532189.6608889492,9962408.073165001,9430218.412276054,29501307978.453236,25926204307.358532,0.02744288718645144,44905504097.93556,51097765279.59143,94802400.0,0.001725723111789264,0.0035936276153607704,0.001725723111789264,-0.086,2.4437181071494827e-20,4.8874362142989654e-20,7.660458031240054e+26,True,11028400.378065545,2366048.3375611496,6697224.357813347,4331176.020252198,2176597.9162893374,1407632.2065819642,0.2145413891816077,4970248.585878587,7685411.47671832,94802400.0,14.632872865164497,27.260529936295317,14.632872865164497,-0.086,2.4385851022837542e+26,4.8771702045675084e+26,7.676582614430217e-20,False
130,0.076,0.327,0.24,0.25025068526607813,1.507382419770035,3.1415926535897927,0.007,0.006,0.007,0.002,0.0015,0.0029,0.0029,0.008990981295044095,0.012766258192077603,0.02187275096038801,3083242.702486375,691007.6891467253,1887125.1958165502,1196117.5066698247,7429311.722058117,5225210.912734898,0.22411718953862633,9129029.758821778,13005585.703658875,94802400.0,8.115432425059094,15.58644651337148,8.115432425059094,-0.086,2.0740997199944844e+23,4.148199439988969e+23,9.025602684161098e-17,False,394001.9059887968,10129.39885943302,202065.6524241149,191936.2535646819,12088391.297951372,11093806.945641918,0.02570900979276238,19215995.867166266,20938682.934823025,94802400.0,4.0642714582120005,8.591775860075078,4.0642714582120005,-0.086,3.6161384772354605e+19,7.232276954470921e+19,5.176792901557091e-13,False,42339227.260258324,9022383.981079599,25680805.620668963,16658421.639589362,1605050.3512918102,1041151.3524743351,0.21309751180906533,16755745.281503193,25830840.815140504,94802400.0,4.343597781346606,8.101142439947537,4.343597781346606,-0.086,1.7786708989981095e+20,3.557341797996219e+20,1.052471258766566e-13,False
131,0.083,0.233,0.147,0.2498770291743516,1.7863593350512397,3.1415926535897927,0.006,0.004,0.007,0.007,0.0039,0.0011,0.0012,0.005561153835185995,0.03185541080211176,0.02217711788144575,2128246.064264732,33883.03686739405,1081064.550566063,1047181.5136986689,1890348.935318906,1877467.1952616994,0.01592063880033533,3416319.4128306755,3448036.811618253,94802400.0,23.16154921175469,50.259629413054924,23.16154921175469,-0.086,1.9071706872610477e+28,3.8143413745220955e+28,9.815587102423655e-22,False,7704124.06562233,38515.31940675119,3871319.6925145406,3832804.373107789,147094746.2164579,142373797.80445617,0.004999311937176075,246628435.69457886,254804984.66398594,94802400.0,0.3195861774503991,0.6880275346491614,0.3195861774503991,-0.086,4678456.459317054,9356912.918634107,4.001319700799927,True,360814460.33722687,4263683.098200431,182539071.71771365,178275388.6195132,12494361.711910754,12311632.436273593,0.01181682988596266,179546214.29363576,183817409.20633385,94802400.0,0.43966213050814296,0.949462130184941,0.43966213050814296,-0.086,187588422.5464674,375176845.0929348,0.09979293895582965,False
132,0.083,0.233,0.147,0.2498770291743516,1.7863593350512397,3.1415926535897927,0.008,0.007,0.006,0.003,0.0028,0.0035,0.0031,0.013104779488462342,0.011681264175875419,0.021820349194926134,12105298.359065864,120430.40267191043,6112864.3808688875,5992433.978196977,14840955.159452394,14709785.665331073,0.009948569551920052,26173319.39099411,26422130.13883486,94802400.0,3.0230926726761114,6.55950282931486,3.0230926726761114,-0.086,9.950101610410615e+17,1.990020322082123e+18,1.8813878222523473e-11,False,1689355.2826635924,15373.333529334152,852364.3080964632,836990.9745671292,25181485.936880805,24381722.591313876,0.009100118658933096,42238675.91971679,43623940.98292466,94802400.0,1.8661483035977313,4.018046647602079,1.8661483035977313,-0.086,3810217047898913.0,7620434095797826.0,4.913105937186141e-09,False,37513790.938416116,226128.5556255579,18869959.747020837,18643831.19139528,1887732.9194744236,1863646.1743671878,0.0060278780141622594,18921204.313757196,19151135.41229316,94802400.0,4.179971273541895,9.061696824583112,4.179971273541895,-0.086,4.3282888065901085e+19,8.656577613180217e+19,4.3250348663188906e-13,False
133,0.083,0.233,0.147,0.2498770291743516,1.7863593350512397,3.1415926535897927,0.008,0.005,0.008,0.003,0.0023,0.0038,0.0024,0.00935336690988274,0.015620277542208762,0.02198847152578299,7286172.266571871,66638.1042756435,3676405.1854237574,3609767.0811481136,6932274.7372627305,6892458.971280112,0.0091458315611575,12471904.04038131,12557278.932399482,94802400.0,6.346976011524604,13.78390978144141,6.346976011524604,-0.086,5.510025524201973e+21,1.1020051048403946e+22,3.3974434270358942e-15,False,2657343.8967352705,22041.94381429938,1339692.920274785,1317650.9764604855,44481761.57937242,43066144.7966564,0.008294727619326734,74604387.8537683,77056317.82490669,94802400.0,1.0565429188284474,2.2748146822615665,1.0565429188284474,-0.086,5107729704507.0625,10215459409014.125,3.6650334068150603e-06,False,48568285.068889596,315236.95259400876,24441761.010741804,24126524.05814779,2811427.955091743,2773924.8278305605,0.006490592619172665,24600267.07130938,24922119.948877387,94802400.0,3.214519229820073,6.966546258349137,3.214519229820073,-0.086,2.0456858642129068e+18,4.0913717284258135e+18,9.150965124942418e-12,False
134,0.083,0.233,0.147,0.2498770291743516,1.7863593350512397,3.1415926535897927,0.003,0.007,0.008,0.002,0.0013,0.0011,0.003,0.004871272840046829,0.01041043883121952,0.02184698675903592,18369171.41910867,187616.58881367443,9278394.003961172,9090777.415147498,15104006.91858706,14955654.875616567,0.010213666394255805,27452815.379982736,27757551.5902055,94802400.0,2.8814426399090265,6.248826423962886,2.8814426399090265,-0.086,5.712198309547799e+17,1.1424396619095598e+18,3.2771971464488514e-11,False,4598733.908280355,38364.812731269776,2318549.3605058123,2280184.5477745426,88794119.21361841,86968605.54456435,0.008342472840664066,150651300.3351448,153813401.53544468,94802400.0,0.5242291492571303,1.133136281087322,0.5242291492571303,-0.086,1443084309.9952245,2886168619.990449,0.012972215046854712,False,620895254.0863472,6336544.467288416,313615899.2768178,307279354.8095294,12320624.614446416,12071688.9389458,0.01020549670107029,307989900.66831195,314341097.6182997,94802400.0,0.2564387872922527,0.554367371944908,0.2564387872922527,-0.086,353254.0558123909,706508.1116247819,52.99302213798777,True
135,0.083,0.233,0.147,0.2498770291743516,1.7863593350512397,3.1415926535897927,0.006,0.005,0.005,0.002,0.0038,0.0013,0.0022,0.00695877823397915,0.006497534705961162,0.022028646212637094,22802774.329837598,251318.30686658694,11527046.318352092,11275728.011485506,19106010.496233907,18859540.225207355,0.011021391661879277,34557037.12281541,35042712.62433939,94802400.0,2.287969937322352,4.956914374740312,2.287969937322352,-0.086,3.931864184878842e+16,7.863728369757683e+16,4.761100363535789e-10,False,4888829.132070718,35319.20683066598,2462074.1694506924,2426754.962620026,83216257.93962556,81711999.81461093,0.007224471519974382,141550139.105398,144155813.49927846,94802400.0,0.5581707815568652,1.2075352188316744,0.5581707815568652,-0.086,2978330681.3012075,5956661362.602415,0.006285400112730729,False,267972981.2479708,2915459.971580074,135444220.60977542,132528760.63819535,8803874.339635404,8614369.441482699,0.010879678831808164,133366016.95679125,136299895.47594592,94802400.0,0.59207566728247,1.2793608094091367,0.59207566728247,-0.086,5952921004.803612,11905842009.607224,0.003144674687417186,False
