design_id,r,l,e,ROM,QRR,omega,width_r,thickness_r,width_l,thickness_l,pin_diameter_A,pin_diameter_B,pin_diameter_C,mass_crank,mass_rod,mass_slider,sigma_max_rod,sigma_min_rod,sigma_m_rod,sigma_a_rod,tau_m_rod,tau_a_rod,R_rod,sigma_a_eq_rod,sigma_m_eq_rod,S_n_prime_rod,n_f_rod,n_y_rod,n_rod,b_B_rod,N_f_rod,t_f_rod,D_rod,failed_miner_rod,sigma_max_crank,sigma_min_crank,sigma_m_crank,sigma_a_crank,tau_m_crank,tau_a_crank,R_crank,sigma_a_eq_crank,sigma_m_eq_crank,S_n_prime_crank,n_f_crank,n_y_crank,n_crank,b_B_crank,N_f_crank,t_f_crank,D_crank,failed_miner_crank,sigma_max_pin,sigma_min_pin,sigma_m_pin,sigma_a_pin,tau_m_pin,tau_a_pin,R_pin,sigma_a_eq_pin,sigma_m_eq_pin,S_n_prime_pin,n_f_pin,n_y_pin,n_pin,b_B_pin,N_f_pin,t_f_pin,D_pin,failed_miner_pin
95,0.086,0.273,0.176,0.2497075577639581,1.5879362171330413,3.1415926535897927,0.004,0.007,0.003,0.006,0.0029,0.0014,0.0015,0.0067031024935467615,0.01367832514185137,0.02214174668975898,1620148.976219741,312167.19871796697,966158.0874688539,653990.888750887,3834937.0329763624,2841757.045486734,0.19267808287997074,4965325.105095299,6712204.37640736,94802400.0,15.089232149096503,29.543920274102835,15.089232149096503,-0.086,2.4668504053631628e+26,4.9337008107263256e+26,7.58862392275631e-20,False,1581927.828323593,78959.9330017367,830443.8806626648,751483.9476609281,25934017.561256543,23909151.183222547,0.04991373916559294,41418682.4878601,44926711.8498741,94802400.0,1.8871099168827643,3.9955808024983446,1.8871099168827643,-0.086,4785748781677872.0,9571497563355744.0,3.911613595696683e-09,False,69266797.47804272,12187805.291141912,40727301.38459232,28539496.093450405,2036365.0692296159,1426974.8046725201,0.17595450829100903,28646319.284466222,40879743.46980361,94802400.0,2.5852762152089444,4.962167945844342,2.5852762152089444,-0.086,3.4825472096344614e+17,6.965094419268923e+17,5.375375802002382e-11,False
96,0.117,0.144,0.025,0.249601883990509,2.058931982167134,3.1415926535897927,0.005,0.002,0.008,0.009,0.0025,0.001,0.0035,0.0032695906000334493,0.029013028727861295,0.02170506531091,887217.049320467,77734.38200576844,482475.71566311776,404741.3336573493,202497.54572574937,193968.3534848124,0.08761596958185866,526010.1839618289,596488.5449692169,94802400.0,147.4174795038804,307.350013953729,147.4174795038804,-0.086,5.355645782628735e+37,1.071129156525747e+38,3.495376796710327e-31,False,24444366.986331698,224397.38732470726,12334382.186828202,12109984.799503496,335518738.020404,331265196.5007175,0.009179922206624586,573895933.9199235,581266382.713076,94802400.0,0.1377970123632203,0.2986593269468711,0.1377970123632203,-0.086,254.15730595763495,508.3146119152699,73655.17166412051,True,151392253.68720016,13582688.149452763,82487470.91832647,68904782.76887369,10310933.864790808,8613097.846109211,0.08971851477630223,70501244.32905866,84398631.09075896,94802400.0,1.0888459634851608,2.2272451741162684,1.0888459634851608,-0.086,9860468412827.451,19720936825654.902,1.898489931335028e-06,False
97,0.117,0.144,0.025,0.249601883990509,2.058931982167134,3.1415926535897927,0.007,0.009,0.007,0.006,0.0017,0.0036,0.0032,0.020644038006535966,0.016906493760321103,0.021792838268058643,2619147.7924217847,227019.0310051272,1423083.411713456,1196064.3807083287,701519.924473978,693307.47377961,0.0866766784455546,1694873.376507871,1871244.7755427232,94802400.0,45.97242202222431,96.74385011658057,45.97242202222431,-0.086,6.609537744316782e+31,1.3219075488633564e+32,2.832270685812546e-25,False,1166468.4926427687,31176.875439885433,598822.6840413271,567645.8086014416,12501553.886799503,12130494.935931306,0.026727576129596635,21018300.21519314,21661605.142753795,94802400.0,3.751578591026935,8.083429358771095,3.751578591026935,-0.086,1.275017216606336e+19,2.550034433212672e+19,1.468215468480206e-12,False,136101307.67956004,12751521.696040493,74426414.68780026,61674892.99175977,3514580.693590568,2912425.5023886557,0.09369139733809877,61880845.92558435,74674949.18401812,94802400.0,1.238633164994085,2.526439831594814,1.238633164994085,-0.086,44927109660093.39,89854219320186.78,4.1667492392968436e-07,False
98,0.117,0.144,0.025,0.249601883990509,2.058931982167134,3.1415926535897927,0.005,0.006,0.007,0.007,0.0018,0.0032,0.0018,0.009789706050393473,0.019750203725459048,0.02209851523325293,1671838.7196936375,144904.68835631598,908371.7040249767,763467.0156686608,459906.00424415275,456185.2131052813,0.08667384398350912,1098725.0474899276,1208172.0700681289,94802400.0,70.96715967286632,149.5515328248346,70.96715967286632,-0.086,1.02118405189417e+34,2.04236810378834e+34,1.8331661139122488e-27,False,3380184.3596817423,45105.99652914143,1712645.1781054419,1667539.1815763004,44024567.93039851,43729211.26216504,0.013344241535212693,75759569.95492567,76272019.10190202,94802400.0,1.0448835653111743,2.2692652371806945,1.0448835653111743,-0.086,4272020986543.36,8544041973086.72,4.382000944978269e-06,False,77057655.99761873,7019229.291242956,42038442.644430846,35019213.35318789,3152883.1983323134,2626441.0014890917,0.09109061520713616,35313451.84032569,42391658.11048301,94802400.0,2.172672050597815,4.4398624520112335,2.172672050597815,-0.086,3.056704717945871e+16,6.113409435891742e+16,6.124242191303314e-10,False
99,0.117,0.144,0.025,0.249601883990509,2.058931982167134,3.1415926535897927,0.007,0.007,0.009,0.004,0.0035,0.0017,0.001,0.016060514537347925,0.014512654188725545,0.022196331862115105,3358432.663628288,291105.5346316173,1824769.0991299527,1533663.5644983354,488047.4330351172,477197.14250821655,0.0866789850468882,1742204.1405999933,2011057.7206574755,94802400.0,44.36380850390544,91.92004521752538,44.36380850390544,-0.086,4.7982246481554065e+31,9.596449296310813e+31,3.9014430070915034e-25,False,1431323.3433710749,32086.956559732058,731705.1499654035,699618.1934056714,20198564.921368103,19983861.050406057,0.02241768549946259,34620132.48187178,34992591.6027186,94802400.0,2.2850329248792884,4.955990510883771,2.2850329248792884,-0.086,3.8493427108531096e+16,7.698685421706219e+16,4.863167924024926e-10,False,151135973.2091615,13200258.893621853,82168116.05139168,68967857.15776981,5135507.253211981,4310491.072360614,0.08734028446922844,69370788.67065908,82648167.55184805,94802400.0,1.1075974825558639,2.269453814003501,1.1075974825558639,-0.086,11899458546272.318,23798917092544.637,1.573180823917767e-06,False
100,0.117,0.144,0.025,0.249601883990509,2.058931982167134,3.1415926535897927,0.007,0.005,0.006,0.009,0.0038,0.0029,0.0026,0.011460600762332521,0.021732009456728738,0.02194480338789809,1275625.349196215,110561.00778185057,693093.1784890328,582532.1707071821,358232.74560281733,354533.37470514356,0.08667200589226,846419.2053871857,930252.7904469994,94802400.0,92.12993131918469,194.1832824567121,92.12993131918469,-0.086,2.121225160791276e+35,4.242450321582552e+35,8.825088607291891e-29,False,3539865.7914273697,37422.28599094038,1788644.038709155,1751221.7527182146,36822246.543329224,36215425.413217306,0.010571668022433896,62751397.52394453,63803078.05263296,94802400.0,1.2594215980395551,2.7260987683619473,1.2594215980395551,-0.086,38190918482142.65,76381836964285.3,4.901688868455237e-07,False,19504080.301371843,1703442.293802398,10603761.29758712,8900319.003784722,1219782.8055288198,1020236.2877564889,0.08733773997447009,9074046.760828208,10812185.899909314,94802400.0,8.46733972993346,17.348685690535664,8.46733972993346,-0.086,2.2250343700889875e+23,4.450068740177975e+23,8.413353183057265e-17,False
101,0.112,0.203,0.071,0.24997312066602184,1.5397629639770678,3.1415926535897927,0.007,0.007,0.008,0.004,0.0033,0.0019,0.0011,0.015389196200234146,0.01815022391507896,0.022187161553159272,1073986.086551971,332185.5791515752,703085.8328517731,370900.2537001979,665541.1590220626,398569.5024587686,0.30930156666931874,783670.8129473511,1350246.1965931111,94802400.0,90.4003729877415,161.6745161398266,90.4003729877415,-0.086,5.1947136951017385e+35,1.0389427390203477e+36,3.603663473821798e-29,False,406742.18459767103,20108.855043193285,213425.51982043215,193316.66477723888,16921457.94308294,15270657.422756005,0.04943882342345178,26450260.97607356,29309601.962685958,94802400.0,2.9438906160416196,6.187246198558808,2.9438906160416196,-0.086,8.803888474845608e+17,1.7607776949691215e+18,2.1263331598857276e-11,False,34209192.17250247,9107284.819281148,21658238.49589181,12550953.676610664,1489003.896592562,862878.0652669831,0.26622332305764385,12639624.751509968,21811251.512857612,94802400.0,5.602747174366296,10.014259067100488,5.602747174366296,-0.086,4.717318925339075e+21,9.43463785067815e+21,3.968355817421107e-15,False
102,0.112,0.203,0.071,0.24997312066602184,1.5397629639770678,3.1415926535897927,0.006,0.007,0.006,0.002,0.0037,0.0025,0.001,0.013134316065701299,0.00679880060003345,0.022196331862115105,4677345.882554196,1382022.2226729528,3029684.052613574,1647661.8299406215,4055100.3658998883,2599745.2375952094,0.2954714612463641,4794873.867688304,7649215.80236989,94802400.0,15.056965724270022,27.724004659827127,15.056965724270022,-0.086,3.7029171879560745e+26,7.405834375912149e+26,5.0554735765865215e-20,False,628029.946240003,24119.775695658143,326074.8609678306,301955.0852721724,21315590.313147336,19817861.6638577,0.038405454771802745,34326871.39336942,36921125.33508123,94802400.0,2.2803462932627028,4.842241408062425,2.2803462932627028,-0.086,4.24957903094799e+16,8.49915806189598e+16,4.405142218480866e-10,False,22405003.48247211,6158289.321672367,14281646.40207224,8123357.080399872,1785205.80025903,1015419.635049984,0.27486223452230757,8311567.924370098,14612539.245513026,94802400.0,8.479876048653828,15.049659183815399,8.479876048653828,-0.086,6.174046790530484e+23,1.2348093581060968e+24,3.032046992049367e-17,False
103,0.112,0.203,0.071,0.24997312066602184,1.5397629639770678,3.1415926535897927,0.009,0.006,0.008,0.009,0.0022,0.0036,0.0037,0.01701560014369465,0.040839373856415354,0.021642183192355745,290125.90145194234,97724.24596382222,193925.0737078823,96200.82774406005,339742.66467702476,212831.55203356856,0.3368339244264603,380980.84975716966,619582.2534725664,94802400.0,188.62719169249067,344.80583871858573,188.62719169249067,-0.086,2.2791716586298166e+39,4.558343317259633e+39,8.21351034667306e-33,False,589531.2244921235,18074.95695574575,303803.0907239346,285728.1337681889,13478299.023103528,13187408.1275624,0.03065988060482663,22843047.95632849,23347075.40542314,94802400.0,3.456715592795731,7.469129218340257,3.456715592795731,-0.086,4.84275044398141e+18,9.68550088796282e+18,3.865571892779503e-12,False,12553723.98045162,4430783.671534964,8492253.825993292,4061470.1544583277,778456.6007160518,372301.43082534673,0.35294576162694685,4112342.991743217,8598625.418210335,94802400.0,16.345054722453526,27.14191310001538,16.345054722453526,-0.086,2.2079244056046123e+27,4.4158488112092247e+27,8.47855114626253e-21,False
104,0.112,0.203,0.071,0.24997312066602184,1.5397629639770678,3.1415926535897927,0.007,0.002,0.007,0.005,0.0019,0.0037,0.0019,0.004392470121459127,0.019835475303647817,0.02208235802223552,609298.7379280559,189709.30484032512,399504.02138419054,209794.7165438654,511128.3400012157,304451.6802297663,0.31135679926966364,567526.4750422701,971267.2150131161,94802400.0,125.04189146110035,224.2015952038264,125.04189146110035,-0.086,2.214033793206314e+37,4.428067586412628e+37,8.455155498277248e-31,False,3171294.854714617,39051.610335536105,1605173.2325250767,1566121.6221895404,442973065.2583631,405265226.648173,0.012314090024609313,701941710.2064248,767253534.5075164,94802400.0,0.11120034809503124,0.23482243169604938,0.11120034809503124,-0.086,24.43621703970666,48.87243407941332,766076.0243527745,True,8315957.52464338,2203626.7287763795,5259792.12670988,3056165.3979335004,1010451.3394674414,534322.2253235986,0.26498773259076736,3193219.01236829,5543324.7193804085,94802400.0,22.143609996621873,39.48930041364826,22.143609996621873,-0.086,4.182474598163489e+28,8.364949196326978e+28,4.475819173706373e-22,False
105,0.112,0.203,0.071,0.24997312066602184,1.5397629639770678,3.1415926535897927,0.005,0.002,0.004,0.001,0.0016,0.0025,0.0015,0.0031321183705234055,0.0022610410413989182,0.02214174668975898,9346344.392472062,2709762.502480393,6028053.447476228,3318290.9449958345,422945917.90798587,278358640.4858454,0.289927525532116,482142727.0572274,732588619.7952106,94802400.0,0.15145751466498888,0.28401341654181383,0.15145751466498888,-0.086,1926.8206564959087,3853.6413129918174,9715.486460501183,True,2053508.780610628,64163.78117770147,1058836.2808941647,994672.4997164633,250900593.54655644,245799104.58696,0.031245924918140277,425737699.5529473,434573865.59745246,94802400.0,0.1855105443994799,0.4010175080462705,0.1855105443994799,-0.086,8187.247722726873,16374.495445453746,2286.4826659678806,True,10811649.008914428,3120869.3513021977,6966259.1801083125,3845389.8288061153,1393251.836021663,769077.9657612231,0.2886580343783799,4069578.072447289,7372395.743594923,94802400.0,17.184873288750847,30.152140316585324,17.184873288750847,-0.086,2.493298428269911e+27,4.986596856539822e+27,7.508126499317504e-21,False
106,0.11,0.19,0.068,0.25004910287258386,1.668856430722694,3.1415926535897927,0.008,0.003,0.009,0.005,0.0028,0.0026,0.0036,0.007423710778032073,0.023941526080227454,0.021674060933011722,460929.57056466164,114836.31423668492,287882.9424006733,173046.62816398835,340375.19666469126,233495.51310294442,0.2491406964756128,439892.71355246106,656081.1017235988,94802400.0,166.70981692493785,314.78854256486005,166.70981692493785,-0.086,4.282411590680033e+38,8.564823181360067e+38,4.371368702798444e-32,False,1478336.33572327,18639.818829453106,748488.0772763615,729848.2584469084,50144444.74907422,45780144.02164285,0.012608645528781954,79296894.25448793,86855951.16041672,94802400.0,0.9839905337346875,2.076401394983585,0.9839905337346875,-0.086,2512948807498.2983,5025897614996.597,7.44941558066844e-06,False,3967999.2047408354,943617.026140068,2455808.1154404515,1512191.0893003838,532091.7583454312,327641.40268174984,0.2378067578775382,1615168.2750764007,2623043.7315760828,94802400.0,44.5078610762094,81.40225157648386,44.5078610762094,-0.086,1.1572331836880797e+32,2.3144663673761594e+32,1.6176515039380156e-25,False
107,0.11,0.19,0.068,0.25004910287258386,1.668856430722694,3.1415926535897927,0.006,0.002,0.007,0.007,0.0029,0.0038,0.0031,0.003681574304933008,0.025984182449353875,0.021820349194926134,466264.69047982065,117298.12069891505,291781.40558936785,174483.2848904528,394850.0451326988,269261.69006377907,0.25156981237032267,497945.7700534977,743542.9127303883,94802400.0,147.23451202446557,277.89218281585926,147.23451202446557,-0.086,1.0132037480525338e+38,2.0264074961050676e+38,1.8476046931312163e-31,False,4993371.030641489,24631.800561974957,2509001.4156017317,2484369.615039757,10620687555.670197,9640150289.271778,0.004932900121145325,16697230278.44237,18395570628.838657,94802400.0,0.004668256649591548,0.009831076205958232,0.004668256649591548,-0.086,2.421258166686458e-15,4.842516333372916e-15,7.731517546358432e+21,True,2805178.255185796,545533.9192729098,1675356.087229353,1129822.167956443,429969.62830978876,259422.44068535801,0.19447388709234711,1215893.967169523,1833422.9361560363,94802400.0,60.16315864058723,113.1400936464642,60.16315864058723,-0.086,3.143391395911557e+33,6.286782791823114e+33,5.955351288531271e-27,False
108,0.11,0.19,0.068,0.25004910287258386,1.668856430722694,3.1415926535897927,0.004,0.001,0.007,0.004,0.0017,0.0021,0.0037,0.0012283891296720121,0.01485725734085667,0.021642183192355745,807250.8107961431,165790.27695585677,486520.543876,320730.26692014316,544011.0188049418,388439.9401601121,0.2053764142922913,745335.2705014306,1060446.2293567606,94802400.0,99.42800848894501,191.0530150115576,99.42800848894501,-0.086,9.307663504311565e+35,1.861532700862313e+36,2.0112458933789757e-29,False,16591609.571926916,137387.43610035558,8364498.504013636,8227111.06791328,11289864569.732788,10651635252.589962,0.008280536948797048,18449175275.55116,19554620834.308147,94802400.0,0.004253646936962504,0.009078040493709964,0.004253646936962504,-0.086,7.58882582807525e-16,1.51776516561505e-15,2.466784773310306e+22,True,4705423.719322925,1088191.2292608127,2896807.474291869,1808616.2450310565,1231143.1765740442,768661.9041381988,0.23126317504460472,2245799.655002717,3597031.290771283,94802400.0,32.11660660809518,59.0467195100915,32.11660660809518,-0.086,2.5052344617709712e+30,5.0104689235419424e+30,7.47235449841556e-24,False
109,0.11,0.19,0.068,0.25004910287258386,1.668856430722694,3.1415926535897927,0.005,0.005,0.004,0.005,0.0024,0.0028,0.0027,0.007677228331191346,0.010551725268450373,0.021921659274819098,1835170.9168010764,428006.64640409447,1131588.7816025855,703582.1351984909,1692345.3919431637,1234742.2227886957,0.23322440568650768,2251397.985959385,3142068.100398622,94802400.0,33.05387422241755,63.9662870732844,33.05387422241755,-0.086,2.4337477210164094e+30,4.867495442032819e+30,7.69184079284189e-24,False,1061256.134536922,27105.988009754663,544181.0612733383,517075.07326358365,49815018.774820656,46688610.26837504,0.02554141938749059,80868698.22748502,86283859.55458097,94802400.0,0.9693066381772546,2.063982774644777,0.9693066381772546,-0.086,2000157407728.2202,4000314815456.4404,9.359263389805998e-06,False,8294353.030193065,1991777.3245627314,5143065.177377898,3151287.852815167,617167.8212853477,378154.54233782,0.2401365504111379,3218636.0006954195,5252980.8468761295,94802400.0,22.30811651584741,40.724221386251294,22.30811651584741,-0.086,3.814139637161457e+28,7.628279274322914e+28,4.908053134082873e-22,False
110,0.11,0.19,0.068,0.25004910287258386,1.668856430722694,3.1415926535897927,0.008,0.008,0.004,0.007,0.0034,0.001,0.0027,0.019743235275266273,0.01480690089792697,0.021921659274819098,1230630.8306971244,252825.3260600424,741728.0783785834,488902.752318541,1245314.068132718,889506.0693730623,0.20544367957758916,1616381.465984806,2280916.904914111,94802400.0,45.929707047812656,88.5228604964175,45.929707047812656,-0.086,1.1471736864954619e+32,2.2943473729909238e+32,1.63183659286924e-25,False,389067.80295275745,17815.439856885314,203441.62140482137,185626.18154793608,11109048.758635199,10230083.063806796,0.04579006466656547,17719995.9242782,19242512.34788541,94802400.0,4.410053353241152,9.333782151895216,4.410053353241152,-0.086,9.279808088858848e+19,1.8559616177717697e+20,2.0172830968858998e-13,False,185267584.756685,42376060.647361964,113821822.70202348,71445762.05466151,3556931.9594382336,2232680.0642081723,0.22872895279017724,71550342.39176393,113988431.94861084,94802400.0,1.0093544605970668,1.8594496014460582,1.0093544605970668,-0.086,8304343199708.567,16608686399417.135,2.2542420935417217e-06,False
111,0.123,0.137,0.01,0.2500096621641989,1.635055060744932,3.1415926535897927,0.006,0.009,0.007,0.008,0.0015,0.0017,0.0033,0.01860394759707223,0.021476661223978444,0.021764453978433462,666749.0913826653,23952.408603147913,345350.74999290664,321398.3413897587,123838.82563022693,119157.93714990639,0.03592417134529093,381959.0760874141,406540.6556804428,94802400.0,205.30924542404878,437.5397810554637,205.30924542404878,-0.086,2.2122141968014687e+39,4.4244283936029374e+39,8.462110055647561e-33,False,614659.3535695095,10685.141925435631,312672.24774747255,301987.1058220369,14084821.428768856,14034026.166384513,0.017383843365245868,24309522.157549255,24397629.966360066,94802400.0,3.258010749220849,7.083148674394509,3.258010749220849,-0.086,2.3489754468852214e+18,4.697950893770443e+18,7.969431960143736e-12,False,78269717.46444951,1335937.270700371,39802827.36757494,38466890.09687457,1658451.1403156226,1602787.087369774,0.017068379878937983,38566934.193261266,39906345.94907701,94802400.0,2.0431691587078658,4.396400907088679,2.0431691587078658,-0.086,1.0969731091878082e+16,2.1939462183756164e+16,1.70651402875866e-09,False
112,0.123,0.137,0.01,0.2500096621641989,1.635055060744932,3.1415926535897927,0.004,0.002,0.005,0.008,0.0015,0.0025,0.0035,0.0027428820827978366,0.015244855779651756,0.02170506531091,1240131.6484862864,57114.28089970831,648622.9646929974,591508.683793289,116359.04987584247,107915.5647638661,0.046055014376435284,620338.4804747982,679212.8059681735,94802400.0,125.79048481455368,265.47624830129365,125.79048481455368,-0.086,7.867771460710549e+36,1.5735542921421098e+37,2.3793268644726715e-30,False,10950712.127651487,224744.3069793324,5587728.217315409,5362983.910336077,654803970.8256304,649404827.1663535,0.02052325952499781,1124814940.440118,1134167511.1436007,94802400.0,0.07035807815504125,0.15272362995034722,0.07035807815504125,-0.086,0.10159465774185918,0.20318931548371835,184261657.2178968,True,17612766.82058075,384676.89537027525,8998721.857975513,8614044.962605238,1687260.3483704086,1615133.4304884821,0.021840798739285825,9056916.617294716,9461370.80590098,94802400.0,8.686328650013733,18.630232489417935,8.686328650013733,-0.086,2.2744641228547984e+23,4.548928245709597e+23,8.230510128470856e-17,False
113,0.123,0.137,0.01,0.2500096621641989,1.635055060744932,3.1415926535897927,0.007,0.004,0.009,0.005,0.0013,0.0019,0.0022,0.009652575773842008,0.01730290605871815,0.022028646212637094,701876.9899166871,19607.697639487687,360742.3437780874,341134.6461385997,73605.18967707825,68668.06544653964,0.02793608840462931,361273.7970468083,382607.1228253648,94802400.0,217.25170557114265,463.78390785891384,217.25170557114265,-0.086,4.226630420571241e+39,8.453260841142482e+39,4.429060063754034e-33,False,1410115.3826881356,29842.40863279848,719978.8956604671,690136.4870276685,38633509.32423244,37337420.7758554,0.021163097005515396,64673992.13710688,66919074.24439508,94802400.0,1.2184027887750393,2.6217186777896733,1.2184027887750393,-0.086,26888194921595.957,53776389843191.914,6.962163155461411e-07,False,53828474.2055167,703020.3378122097,27265747.271664456,26562726.933852248,2215341.965822737,2158221.563375495,0.013060380183322371,26824470.60264669,27534418.358826537,94802400.0,2.941535816545425,6.346708083833689,2.941535816545425,-0.086,7.477051415132951e+17,1.4954102830265902e+18,2.5036607294303506e-11,False
114,0.123,0.137,0.01,0.2500096621641989,1.635055060744932,3.1415926535897927,0.009,0.003,0.008,0.001,0.0038,0.0019,0.0014,0.009328069516676637,0.0030714144235990566,0.0221544104497456,8719814.899102375,309666.3946886772,4514740.646895526,4205074.252206849,831551.5669080247,808266.9811628535,0.035512955065199206,4431990.07276498,4738915.1853575315,94802400.0,17.679968983555995,37.61896893378541,17.679968983555995,-0.086,9.246286626727465e+26,1.849257325345493e+27,2.0245965494826504e-20,False,880100.3528183404,29344.420166792144,454722.38649256626,425377.96632577415,65103977.31069745,64564098.514015496,0.03334212976147853,111829108.00501241,112764313.31526922,94802400.0,0.7076797438477301,1.5361091076127849,0.7076797438477301,-0.086,46147953540.97023,92295907081.94046,0.0004056517908942669,False,12969814.974712593,460382.119112229,6715098.546912411,6254716.427800182,1064473.3577327097,989080.6799301173,0.035496429209656545,6485084.3761994755,6963609.630264568,94802400.0,12.0738325761794,25.653048529037658,12.0738325761794,-0.086,1.105804555884216e+25,2.211609111768432e+25,1.692885049205756e-18,False
115,0.123,0.137,0.01,0.2500096621641989,1.635055060744932,3.1415926535897927,0.007,0.007,0.008,0.009,0.0037,0.0038,0.0014,0.016835950348454237,0.02762006514240946,0.0221544104497456,435356.3820767132,15982.931553560788,225669.656815137,209686.7252615762,88882.91246886704,82955.95293164371,0.036712294137781744,254192.0398661512,273179.9963282571,94802400.0,307.98865860300606,654.18713227491,307.98865860300606,-0.086,2.5192969414181792e+41,5.0385938828363584e+41,7.43064451523607e-35,False,822541.5026071261,9787.423036889924,416164.462822008,406377.03978511813,23552008.817945313,23280625.550423164,0.011899002063564848,40325273.965039745,40795398.6491349,94802400.0,1.961461815401768,4.252923316364568,1.961461815401768,-0.086,6532117782631117.0,1.3064235565262234e+16,2.8658393223980785e-09,False,50571692.305695884,2707550.140001203,26639621.222848542,23932071.082847342,1035985.2697774434,930691.6532218411,0.05353884785256142,23986299.989256125,26699985.30588416,94802400.0,3.243666399458058,6.806574953976319,3.243666399458058,-0.086,2.744564079490794e+18,5.489128158981588e+18,6.820755303142046e-12,False
116,0.109,0.206,0.08,0.24981760212403256,1.5871345478121166,3.1415926535897927,0.007,0.005,0.008,0.004,0.0037,0.0029,0.0038,0.010685523538185939,0.018424212609866018,0.021609432088942074,859588.8673823139,253892.3151609826,556740.5912716483,302848.27611066564,851544.7999625185,535716.0658716212,0.2953648247378482,976059.5207476353,1576497.9305407037,94802400.0,73.74796208704805,135.1585641396122,73.74796208704805,-0.086,4.045073207596183e+34,8.090146415192366e+34,4.627851966892957e-28,False,645995.8337806085,20130.400035160495,333063.1169078845,312932.716872724,28953323.983327713,26049369.455765832,0.031161810932045626,45119916.600258105,50149734.19760531,94802400.0,1.7248334679045054,3.621300142392641,1.7248334679045054,-0.086,1768956869519160.2,3537913739038320.5,1.0582507873743972e-08,False,4547422.452323254,1280103.2551725921,2913762.853747923,1633659.598575331,422495.6137934488,236880.64179342298,0.281500843300493,1684393.362426575,3004250.58856703,94802400.0,41.68856501054445,73.58204282645274,41.68856501054445,-0.086,7.103847063121177e+31,1.4207694126242353e+32,2.6351918662752155e-25,False
117,0.109,0.206,0.08,0.24981760212403256,1.5871345478121166,3.1415926535897927,0.008,0.005,0.008,0.008,0.0034,0.0016,0.0034,0.01224465147326631,0.0368496823572261,0.02173519632605058,311209.92492378474,99143.2990962017,205176.61200999323,106033.31291379151,398270.8594570849,237463.63131048088,0.31857370590119155,424746.97413042746,719691.9303382209,94802400.0,167.4933779211956,301.4577699629847,167.4933779211956,-0.086,6.4361203671267584e+38,1.2872240734253517e+39,2.908584509328726e-32,False,819887.1829499889,17862.569101490866,418874.8760257399,401012.306924249,21408000.426289205,20216819.658231582,0.021786618296947374,35018854.95202094,37082110.28134405,94802400.0,2.2413362983687994,4.784956746187219,2.2413362983687994,-0.086,3.3694458888713136e+16,6.738891777742627e+16,5.555809654587083e-10,False,27331390.451130133,8187856.230583332,17759623.34085673,9571767.1102734,1420769.867268539,765741.3688218724,0.29957701000333736,9663219.191609345,17929305.12474809,94802400.0,7.191614960326259,12.503386643587252,7.191614960326259,-0.086,1.0706630027962656e+23,2.1413260055925312e+23,1.7484493207581388e-16,False
118,0.109,0.206,0.08,0.24981760212403256,1.5871345478121166,3.1415926535897927,0.006,0.004,0.009,0.007,0.002,0.0018,0.0029,0.007336016536342669,0.03631236216777433,0.02187275096038801,305787.06801922986,97203.71065285162,201495.38933604074,104291.67868318912,300715.62237022404,179531.65433325758,0.3178803841591457,327981.09543915244,558471.1707297129,94802400.0,216.64324356649144,389.19185292519626,216.64324356649144,-0.086,1.3008366999220384e+40,2.601673399844077e+40,1.4390737900554254e-33,False,1445528.2998604032,22676.74557622128,734102.5227183122,711425.777142091,40952086.28454198,37990483.505000934,0.015687514093228896,65805293.38486096,70934892.82210536,94802400.0,1.1890688092067625,2.5230329837186054,1.1890688092067625,-0.086,21978093544099.7,43956187088199.4,8.51757226459964e-07,False,15356429.697540857,4592127.25533044,9974278.476435648,5382151.221105209,1122106.3285990106,605492.012374336,0.2990361266112404,5483376.1040066965,10161869.855667967,94802400.0,12.677625609690326,22.05142705261593,12.677625609690326,-0.086,7.779935587698791e+25,1.5559871175397582e+26,2.406189587173323e-19,False
119,0.109,0.206,0.08,0.24981760212403256,1.5871345478121166,3.1415926535897927,0.009,0.002,0.008,0.003,0.0031,0.0021,0.0021,0.005523241270685372,0.01382665905357828,0.0220474235119276,849191.0390301549,245873.70278099866,547532.3709055767,301658.66812457814,561555.4243977929,361863.6277224826,0.2895387392003175,695581.6323481528,1116165.391508462,94802400.0,103.64762235467019,190.4239363758458,103.64762235467019,-0.086,2.078353272930131e+36,4.156706545860262e+36,9.007130906868362e-30,False,1744327.8609315916,47179.79547074744,895753.8282011695,848574.0327304221,106506474.3182601,99111491.2162301,0.027047550249842463,171668235.70830917,184476799.59832165,94802400.0,0.4560504066125532,0.9687064701125616,0.4560504066125532,-0.086,316075633.31008846,632151266.6201769,0.05922633074861104,False,4783556.045812723,1324955.830791981,3054255.938302352,1729300.1075103711,801742.1838043673,453941.2782214723,0.2769813540601826,1899649.155516727,3355123.0863456214,94802400.0,37.058434137309916,65.65460577939878,37.058434137309916,-0.086,1.7545649342194882e+31,3.5091298684389764e+31,1.066931159679623e-24,False
