design_id,r,l,e,ROM,QRR,omega,width_r,thickness_r,width_l,thickness_l,pin_diameter_A,pin_diameter_B,pin_diameter_C,mass_crank,mass_rod,mass_slider,sigma_max_rod,sigma_min_rod,sigma_m_rod,sigma_a_rod,tau_m_rod,tau_a_rod,R_rod,sigma_a_eq_rod,sigma_m_eq_rod,S_e_rod,n_f_rod,n_y_rod,n_rod,b_B_rod,N_f_rod,t_f_rod,D_rod,failed_miner_rod,sigma_max_crank,sigma_min_crank,sigma_m_crank,sigma_a_crank,tau_m_crank,tau_a_crank,R_crank,sigma_a_eq_crank,sigma_m_eq_crank,S_e_crank,n_f_crank,n_y_crank,n_crank,b_B_crank,N_f_crank,t_f_crank,D_crank,failed_miner_crank,sigma_max_pin,sigma_min_pin,sigma_m_pin,sigma_a_pin,tau_m_pin,tau_a_pin,R_pin,sigma_a_eq_pin,sigma_m_eq_pin,S_e_pin,n_f_pin,n_y_pin,n_pin,b_B_pin,N_f_pin,t_f_pin,D_pin,failed_miner_pin
100,0.117,0.144,0.025,0.249601883990509,2.058931982167134,3.1415926535897927,0.005,0.009,0.009,0.005,0.0013,0.0031,0.004,0.04121617505290334,0.05100560216838025,0.06043964618415997,140723.33567390678,61395.819274803005,101059.5774743549,39663.758199551885,84104.55079280882,49583.500435554655,0.43628740734993215,94598.01404279302,177295.6981753241,62944291.579415806,534.7717812545228,1268.87818473432,534.7717812545228,-0.12711688340445396,4.1995063768493576e+30,8.399012753698715e+30,4.4576667636934306e-24,False,166697.35801636335,56314.636105033234,111505.99706069828,55191.360955665055,1845991.8606869145,1614703.4524826389,0.33782560668721145,2797292.9422393716,3199295.459401571,62944291.579415806,19.58304845490066,57.53271308492545,19.58304845490066,-0.12711688340445396,1.1279884735893043e+19,2.2559769471786086e+19,1.6595914265357885e-12,False,19503761.38941363,7676624.952290235,13590193.170851931,5913568.218561697,490756.97561409755,213545.51900361685,0.3935971528269927,5925123.976900613,13616749.892996205,73333818.00882263,9.175268183017655,17.654397029522002,9.175268183017655,-0.11706730092865392,8.497767169877418e+17,1.6995534339754836e+18,2.202931620244667e-11,False
101,0.112,0.203,0.071,0.24997312066602184,1.5397629639770678,3.1415926535897927,0.005,0.008,0.007,0.008,0.0027,0.0031,0.0025,0.03502055051280759,0.08911615971201943,0.0616342367906875,344662.4180030642,153490.95645806598,249076.68723056506,95585.7307724991,269054.4856659262,119932.48738862555,0.4453370847549192,228665.7747040015,528403.3922039306,62212142.78443916,209.66189268497254,455.70472960756007,209.66189268497254,-0.12788652045175816,2.752670438047252e+27,5.505340876094504e+27,6.800668812820176e-21,False,156108.9968616279,88770.76338928439,122439.88012545614,33669.11673617176,4327604.947558482,3953066.9219505033,0.5686460433024826,6846995.536560505,7496631.594966041,63342180.57121437,8.089545964615546,24.052493615210338,8.089545964615546,-0.12670236733605567,1.1150924417318306e+16,2.2301848834636612e+16,1.678784583180054e-09,False,2046237.674395388,1382095.485454967,1714166.5799251776,332071.0944702105,144632.80518118682,28018.498595924015,0.6754325280729384,335598.4513870004,1732374.9619340836,68378040.98550668,117.72069099979079,166.82999780250734,117.72069099979079,-0.12167005253512095,3.073818390032254e+27,6.147636780064509e+27,6.09014509793585e-21,False
102,0.112,0.203,0.071,0.24997312066602184,1.5397629639770678,3.1415926535897927,0.003,0.01,0.008,0.009,0.0013,0.002,0.0017,0.026245524587120945,0.11466388018712424,0.06204591109201389,301923.4497827519,135119.85283403954,218521.65130839573,83401.79847435618,248011.7994494746,100197.14868485289,0.44753017008537965,192546.78860599225,481955.67232790956,61381278.632498465,241.85344019551977,511.48812640701163,241.85344019551977,-0.12877097607953358,6.745984144680227e+27,1.3491968289360453e+28,2.7749842867274284e-21,False,258039.63547561713,131183.03907015303,194611.33727288508,63428.298202732054,126923.90440274609,115744.17612382141,0.5083832909171384,210269.5696781664,293602.80162432534,64324620.46266575,257.94769628533714,684.6971964511322,257.94769628533714,-0.12568992236928409,1.6381725086213073e+28,3.2763450172426146e+28,1.1427367936820541e-21,False,24433154.310374808,16316577.780283693,20374866.04532925,4058288.265045557,662183.1464732008,131894.36861398065,0.6678048021558701,4064713.0299226195,20407121.941212833,73333818.00882263,10.237687501496877,14.09783943079576,10.237687501496877,-0.11706730092865392,2.125047289997832e+19,4.250094579995664e+19,8.809215723391782e-13,False
103,0.112,0.203,0.071,0.24997312066602184,1.5397629639770678,3.1415926535897927,0.01,0.009,0.01,0.005,0.0033,0.0019,0.0011,0.07964974320947774,0.07960736085324456,0.062251748242677096,243336.7505206672,109518.67954790087,176427.71503428405,66909.03548638316,84182.71957082536,39614.74677047708,0.45007044482004444,95837.38057138851,228881.9115946894,62590486.07795339,498.73897016198634,1062.4561223284188,498.73897016198634,-0.1274876806629175,3.082580360718744e+30,6.165160721437488e+30,6.072834382048417e-24,False,78220.52485119583,42290.65338214308,60255.58911666946,17964.935734526378,1992452.8220673073,1918528.4154695184,0.5406592893948926,3323037.2525459128,3451555.5160697806,60652854.559925005,16.14624867579409,50.925570256896286,16.14624867579409,-0.1295562894063954,1.28993566250744e+18,2.57987132501488e+18,1.4512351696371544e-11,False,5903968.514751206,3081226.0782166645,4492597.296483936,1411371.2182672708,247092.85130661647,77625.4170046999,0.521890669050512,1417760.851430417,4512936.4165557735,74656429.87747107,35.29325508689198,58.17191207217817,35.29325508689198,-0.11589146771976179,2.9754072398438196e+23,5.950814479687639e+23,6.291575737707293e-17,False
104,0.112,0.203,0.071,0.24997312066602184,1.5397629639770678,3.1415926535897927,0.007,0.01,0.008,0.003,0.0037,0.0025,0.001,0.06162305452850469,0.038195957201579624,0.06227747788651,305754.0473566656,135773.3253771673,220763.68636691646,84990.36098974916,108966.95173424609,75826.51377001173,0.4440605988734015,156436.3833406705,290444.4782210032,65097141.432109386,332.83890261869055,772.0178456386789,332.83890261869055,-0.12490460904242227,2.642034997652384e+29,5.284069995304768e+29,7.085447398173722e-23,False,108846.08600466557,52955.09485896365,80900.5904318146,27945.495572850963,1904102.0219889458,1756047.325276578,0.48651354222046883,3041691.5649940385,3298993.548941767,61473858.67859831,17.75894677449702,54.4105240680925,17.75894677449702,-0.12867183377861996,3.433315852526099e+18,6.866631705052198e+18,5.4524549456253954e-12,False,2999804.083299294,1095282.7641557523,2047543.423727523,952260.6595717709,170628.61864396028,79355.05496431424,0.36511809896302305,962128.9092492919,2068762.0570164334,75421685.75701076,58.686091139579425,113.82791523677432,58.686091139579425,-0.11522061387751442,1.183726378841448e+25,2.367452757682896e+25,1.5814465517210052e-18,False
105,0.112,0.203,0.071,0.24997312066602184,1.5397629639770678,3.1415926535897927,0.012,0.008,0.011,0.012,0.0022,0.0036,0.0037,0.0851647625519512,0.21080771140529486,0.06072267226632187,220582.00181475378,100134.28671728047,160358.14426601713,60223.857548736654,192401.31897195295,64008.062863335814,0.4539549278429974,126166.59364745,369823.65670530364,59422718.22223732,346.1542962708149,695.5781887943003,346.1542962708149,-0.1309041612942907,5.931093803778526e+28,1.1862187607557051e+29,3.1562475016115976e-22,False,106512.09425933324,49709.21544005539,78110.65484969431,28401.439409638926,3164345.3925277246,2943812.213494546,0.4667001976228588,5098911.421736949,5481363.5679487055,60443792.856708154,10.448613452253388,32.6078481264739,10.448613452253388,-0.1297834210463052,4.4221584245826536e+16,8.844316849165307e+16,4.2332269002250234e-10,False,8509574.863557203,6177474.580631769,7343524.722094486,1166050.1414627167,504867.32464399596,80165.94722556183,0.7259439724876502,1174288.1544531293,7395405.897615927,69319753.27428749,31.006246561049956,40.258146662389144,31.006246561049956,-0.1207702797236447,1.551198262224728e+23,3.102396524449456e+23,1.2068089847619982e-16,False
106,0.11,0.19,0.068,0.25004910287258386,1.668856430722694,3.1415926535897927,0.009,0.01,0.004,0.003,0.0018,0.0039,0.0024,0.07809043350305472,0.017693446692017202,0.0616942726262976,229855200625.05347,10056492387.380821,119955846506.21715,109899354118.83632,25827293573.594162,23734207287.22233,0.043751424201122456,117336293713.39413,128025592718.92859,67556481.57072048,0.000499519098559983,0.0014060863527602528,0.000499519098559983,-0.12246520304048081,1.097520119056148e-18,2.195040238112296e-18,1.705663493084659e+25,True,81595.92245687016,23984.306035809557,52790.11424633986,28805.808210530304,1369986.5740417796,1321815.2342235986,0.29394000721650204,2289632.353646197,2373473.4958129064,60652854.559925005,23.43906876059581,73.98502438884553,23.43906876059581,-0.1295562894063954,2.2867058320232534e+19,4.573411664046507e+19,8.186448706188298e-13,False,8743275.501540212,6371368.1661881255,7557321.833864169,1185953.6676760432,340079.48252388753,53367.91504542195,0.7287163906782701,1189550.5474519127,7580242.440971214,70824265.14560658,30.778806538948505,39.33958309568189,30.778806538948505,-0.11935783136447027,2.6404326440668647e+23,5.2808652881337294e+23,7.08974722080657e-17,False
107,0.11,0.19,0.068,0.25004910287258386,1.668856430722694,3.1415926535897927,0.004,0.002,0.006,0.008,0.0022,0.0035,0.0023,0.006832449708045587,0.07136214485175416,0.061751858019637895,351615.30870797153,129260.53354204471,240437.9211250081,111177.38758296342,197629.4864051996,103737.90179432437,0.3676191859137737,211293.7962076481,418309.2583308007,62727331.620962925,236.15464416343218,547.9643046727491,236.15464416343218,-0.12734401504436374,6.720423973737903e+27,1.3440847947475805e+28,2.785538542382755e-21,False,1579961.1297692105,219327.83390083176,899644.4818350212,680316.6479341893,4069143987.4766097,3441256036.101545,0.13881849987845563,5960430335.206233,7047964187.0409155,69037952.89120005,0.009908090715651074,0.026521335850475315,0.009908090715651074,-0.12103824200531095,3.3446009243510935e-08,6.689201848702187e-08,559708031643027.25,True,963767.1524915429,471165.08640074596,717466.1194461444,246301.03304539845,123465.38994740066,42217.39183898047,0.48887854829113453,256926.2995496734,748657.9593497289,69319753.27428749,190.243903816778,343.08412939717016,190.243903816778,-0.1207702797236447,4.521759376900807e+28,9.043518753801615e+28,4.1399814628859356e-22,False
108,0.11,0.19,0.068,0.25004910287258386,1.668856430722694,3.1415926535897927,0.011,0.003,0.012,0.006,0.0028,0.0026,0.0036,0.028740656571456892,0.10772011917659317,0.06081211340916958,178741.194039848,68523.6861553189,123632.44009758344,55108.75394226455,45402.77328039845,20038.351037379543,0.38336817946982293,65127.42354769462,146523.77182265118,61381278.632498465,732.9268784194372,1630.0404039595496,732.9268784194372,-0.12877097607953358,3.054458398974287e+31,6.108916797948574e+31,6.128746099893302e-25,False,205356.51926879946,49443.311608371914,127399.91543858568,77956.60383021377,9745066.840321269,8908605.323937811,0.24076816155835581,15430353.971479723,16879431.681944784,63997457.96170802,3.622454451707054,10.677879565673736,3.622454451707054,-0.1260253492904078,21632007630896.55,43264015261793.1,8.65384310111957e-07,False,724490.8270532542,463512.97168963414,594001.8993714442,130488.92768181005,138600.4431866703,30447.416459089014,0.63977755739834,140742.6579067209,640678.1602423385,68091685.86518651,294.6884878291528,441.5034664896652,294.6884878291528,-0.12194611293253685,3.307748119937334e+30,6.615496239874668e+30,5.659439389343423e-24,False
109,0.11,0.19,0.068,0.25004910287258386,1.668856430722694,3.1415926535897927,0.003,0.01,0.003,0.003,0.0027,0.0018,0.0021,0.025621421072475142,0.013334295874770224,0.0618596774795091,708068.2264728689,257093.3377336805,482580.7821032747,225487.44436959422,905339.1427543282,870120.4233061431,0.36309119392964534,1523867.8554033865,1640670.9302796933,68604285.44836812,39.048369758920124,109.02062618440311,39.048369758920124,-0.12145275807370924,1.3391719992690764e+22,2.678343998538153e+22,1.3978786899828718e-15,False,520937.93957452185,169021.5883867983,344979.76398066006,175958.1755938618,125735.7771006352,104323.09088101421,0.32445628461011566,252212.61156259684,407969.9676268509,64324620.46266575,209.83749081196768,522.5827079890242,209.83749081196768,-0.12568992236928409,3.8539433389860365e+27,7.707886677972073e+27,4.857362538424135e-21,False,2424817.079886683,589796.1549195405,1507306.6174031117,917510.4624835711,74464.00452598487,34652.76406891588,0.2432332565667605,919471.5280745046,1512814.5632486977,70824265.14560658,62.0556898183225,141.84186688841135,62.0556898183225,-0.11935783136447027,2.28416833630073e+24,4.56833667260146e+24,8.195543079069876e-18,False
110,0.11,0.19,0.068,0.25004910287258386,1.668856430722694,3.1415926535897927,0.008,0.002,0.01,0.009,0.0029,0.0038,0.0031,0.013866116970675345,0.13447590442675444,0.061222562489361095,212898.63893818122,80387.62538235864,146643.13216026995,66255.50677791129,96050.56683371263,39425.91590150955,0.37758637529712236,95147.25803940206,221768.66860989828,60652854.559925005,493.12900381673626,1088.616793884826,493.12900381673626,-0.1295562894063954,1.0508034804892757e+30,2.1016069609785514e+30,1.7814939089546587e-23,False,942737.7352194906,66836.25494330497,504786.99508139776,437950.74013809283,104723425.18281679,94414736.37128828,0.0708959156363291,163531706.812564,181386995.55363247,66524680.9639886,0.35288884532656883,1.0002357008571754,0.35288884532656883,-0.12347764800725239,205835.89395665884,411671.7879133177,90.94623702482967,True,716977.8322138846,419168.5970750186,568073.2146444516,148904.61756943297,128616.89903753194,30891.67996387575,0.5846325761295988,158226.01810849775,610191.8529041283,67300710.53445578,276.67357394079534,448.9744617018821,276.67357394079534,-0.12271472720580552,8.167647542946066e+29,1.6335295085892132e+30,2.2919696156780667e-23,False
111,0.123,0.137,0.01,0.2500096621641989,1.635055060744932,3.1415926535897927,0.011,0.007,0.005,0.006,0.0012,0.0021,0.0034,0.07461392597262921,0.0321144965542694,0.06098364436805558,227207.42881512048,79463.33685689373,153335.3828360071,73872.04597911338,245333.9681211834,118803.72217804917,0.34973916685423756,218632.23089749945,451749.93898363994,64324620.46266575,230.72367902594647,514.6318256960346,230.72367902594647,-0.12568992236928409,1.201161303367133e+28,2.402322606734266e+28,1.5584917652211663e-21,False,84838.51013274283,21062.34673255414,52950.428432648485,31888.081700094343,1784272.614540377,1736133.3488266931,0.24826398647971157,3007240.2405659375,3090904.404356023,61161195.48363261,17.99581454978057,56.574584580785235,17.99581454978057,-0.12900726069974364,3.3503031948751437e+18,6.700606389750287e+18,5.5875539947057366e-12,False,26884051.441323932,8667869.040765114,17775960.24104452,9108091.200279409,761826.8674733366,390346.7657262604,0.3224167703920394,9133150.447964057,17824867.545628726,73964587.8866962,6.235015307166748,12.797676746190966,6.235015307166748,-0.11650390929413053,2.5377165172997016e+16,5.075433034599403e+16,7.376710468795513e-10,False
112,0.123,0.137,0.01,0.2500096621641989,1.635055060744932,3.1415926535897927,0.005,0.01,0.003,0.011,0.0026,0.0022,0.0016,0.04819537174175798,0.03525419499809569,0.062086343389465594,369312.68608658516,104579.66203613878,236946.17406136196,132366.5120252232,15516.45325421841,8683.737301848956,0.2831737602742954,133218.2997425884,238465.44900066397,63997457.96170802,388.29886233693514,928.2084599246639,388.29886233693514,-0.1260253492904078,5.1435448077986564e+29,1.0287089615597313e+30,3.639513351106942e-23,False,182288.9647662613,36370.32290172188,109329.64383399159,72959.32093226972,822727.3087499214,736437.2421049264,0.1995201571765875,1277631.5968182017,1429193.3545568748,62590486.07795339,42.78707259754956,127.45560063820854,42.78707259754956,-0.1274876806629175,4.629632430967221e+21,9.259264861934442e+21,4.043517553312332e-15,False,4213217.809254017,1874054.2114665753,3043636.010360296,1169581.7988937208,151143.15979557324,48816.2277150424,0.4448035435885503,1172634.0676308414,3054873.6353278034,71722496.3373247,44.1026210627177,81.6083669719986,44.1026210627177,-0.1185287992276737,4.365963124839961e+23,8.731926249679922e+23,4.2877137219719875e-17,False
113,0.123,0.137,0.01,0.2500096621641989,1.635055060744932,3.1415926535897927,0.008,0.012,0.009,0.011,0.0015,0.0017,0.0033,0.09292262180199684,0.10679330490185929,0.06106573418409388,126459.08046198577,39274.88070411266,82866.98058304921,43592.099878936555,173087.31102333532,77483.88979982531,0.31057382799741995,141108.22338683737,311037.92081162374,60344367.08739388,335.30565262644274,763.0276281833528,335.30565262644274,-0.1298917163275191,4.222165739935422e+28,8.444331479870844e+28,4.433743522414712e-22,False,115853.27540627625,23780.216854872124,69816.74613057419,46036.529275702065,1998509.7328085394,1834655.6203741815,0.2052614979721484,3178050.203841889,3462224.405556584,60443792.856708154,16.7373065453307,51.95568260259838,16.7373065453307,-0.1297834210463052,1.6889983536905288e+18,3.3779967073810575e+18,1.1083492153261165e-11,False,37012583.95881361,14739372.02841197,25875977.99361279,11136605.96520082,808624.3123003996,348018.9364125256,0.39822596673643373,11152907.422033574,25913854.536931846,72219498.84944795,4.80578459479525,9.307530028706866,4.80578459479525,-0.11807453594785416,2801389676760815.5,5602779353521631.0,6.682397723991586e-09,False
114,0.123,0.137,0.01,0.2500096621641989,1.635055060744932,3.1415926535897927,0.005,0.002,0.007,0.011,0.0015,0.0025,0.0035,0.009645856203533499,0.08283733749523924,0.06089910410974749,161200.37920397733,54962.2601671389,108081.31968555812,53119.05951841921,96267.45745842214,43356.68254323522,0.34095614686856024,91983.91298257536,198705.41452486685,61161195.48363261,522.0958565587399,1186.8340780112312,522.0958565587399,-0.12900726069974364,1.838206305910486e+30,3.676412611820972e+30,1.0183840594936788e-23,False,1704060.8021726625,157877.21378655665,930969.0079796095,773091.7941930529,89116341.62300867,75196843.37072909,0.0926476412022767,130247047.68127428,154356838.96769905,68218665.5135579,0.4486643633560232,1.2122111333831447,0.4486643633560232,-0.12182355533217275,1588703.9639837036,3177407.9279674073,11.783189583702722,True,3075555.014472422,631582.0669333814,1853568.5407029018,1221986.4737695204,347544.1013817941,229122.4638317851,0.205355476966398,1284812.1467252362,1948865.5783042917,72219498.84944795,45.81839375049187,106.68966710244746,45.81839375049187,-0.11807453594785416,2.4897350350043586e+23,4.979470070008717e+23,7.518872384734397e-17,False
115,0.123,0.137,0.01,0.2500096621641989,1.635055060744932,3.1415926535897927,0.01,0.005,0.012,0.007,0.0013,0.0019,0.0022,0.048431658199625756,0.09074320084935332,0.061806992970708394,96978.51870585626,32853.53236919614,64916.0255375262,32062.49316833006,38240.055641242405,17176.458651404777,0.3387712331309532,43738.949045209876,92741.55453692103,60877145.12791862,1098.309124076509,2527.8335802181937,1098.309124076509,-0.12931348148692803,4.882136576197301e+32,9.764273152394602e+32,3.8343867910760126e-26,False,134709.9324988201,18235.960760728995,76472.94662977455,58236.98586904555,4643372.007096774,4499023.143550145,0.13537205774257752,7792754.281069217,8042919.799453181,62590486.07795339,7.0843694703449085,21.78625287725162,7.0843694703449085,-0.1274876806629175,3205166923247284.0,6410333846494568.0,5.8405694456106555e-09,False,17080399.284101337,4446351.852830594,10763375.568465967,6317023.715635371,699619.4119502876,410606.54151629907,0.26031896437979163,6356931.792909819,10831373.67061921,73333818.00882263,9.165057328506434,20.071786641914038,9.165057328506434,-0.11706730092865392,4.659538339966586e+17,9.319076679933172e+17,4.017565396861665e-11,False
116,0.109,0.206,0.08,0.24981760212403256,1.5871345478121166,3.1415926535897927,0.009,0.007,0.011,0.005,0.0037,0.0029,0.0038,0.05423651145215484,0.08911124242668836,0.06063078068120439,228134.00257189447,96011.09452675213,162072.54854932328,66061.45402257117,74659.07252658052,36613.16199890274,0.42085394305259277,91573.3946201077,207338.95515522498,62272143.58616504,526.3688009229172,1154.1844967573522,526.3688009229172,-0.1278231075840412,3.653840706604401e+30,7.307681413208802e+30,5.123376059104922e-24,False,84215.38587286,52707.104008042246,68461.24494045113,15754.140932408878,3215455.8332496616,3119026.0924183507,0.6258607433992427,5402334.633148522,5569753.638070236,61821352.21570749,10.10940328952296,31.443421842037193,10.10940328952296,-0.12830103652015645,4.423544205856505e+16,8.84708841171301e+16,4.231900740409885e-10,False,958083.2147070084,603472.7655353833,780777.9901211958,177305.2245858126,93012.2833097641,15740.92831098166,0.6298751050762655,179389.1667233555,797225.2657794919,67300710.53445578,231.69296168242283,353.26121396326397,231.69296168242283,-0.12271472720580552,2.9364883161133643e+29,5.8729766322267286e+29,6.374961513477824e-23,False
117,0.109,0.206,0.08,0.24981760212403256,1.5871345478121166,3.1415926535897927,0.011,0.007,0.011,0.01,0.0034,0.0016,0.0034,0.0663613957151324,0.17802799387876062,0.06098364436805558,226636.3400586192,95541.95631076758,161089.1481846934,65547.1918739258,138824.08791458845,53426.60491546474,0.42156503359547626,113400.35582367778,289423.7305730514,60005175.58134841,401.75746595362165,856.4532550325703,401.75746595362165,-0.13026251358598262,1.8707448320308926e+29,3.741489664061785e+29,1.0006709455761237e-22,False,108998.72757989181,50669.54903412313,79834.13830700747,29164.589272884343,3576354.150439568,3406068.1901872093,0.4648636746422964,5899555.247803259,6194941.526579423,61161195.48363261,9.150379202137433,28.52537037595012,9.150379202137433,-0.12900726069974364,1.8055031005361224e+16,3.611006201072245e+16,1.0368301219998638e-09,False,10036337.013815966,6640423.594526086,8338380.304171026,1697956.7096449398,476478.8745240587,97026.09769399656,0.6616381639421749,1706252.9644602658,8379121.818579226,71722496.3373247,24.308586842097696,34.20795036592832,24.308586842097696,-0.1185287992276737,1.8445548453638271e+22,3.6891096907276542e+22,1.0148790125190122e-15,False
118,0.109,0.206,0.08,0.24981760212403256,1.5871345478121166,3.1415926535897927,0.002,0.007,0.005,0.002,0.0018,0.0013,0.0036,0.011860648093173004,0.016079605103737148,0.06081211340916958,503356.66936117335,204343.6471398061,353850.15825048974,149506.5111106836,12363560.779410005,11776831.816765953,0.4059619343062354,20398618.95124366,21417238.742961004,68218665.5135579,2.912392980865443,8.250458534725073,2.912392980865443,-0.12182355533217275,6461484307101.128,12922968614202.256,2.897167138427752e-06,False,1068226.6772720038,245319.86928641083,656773.2732792073,411453.4039927965,257648.6603783926,236986.98471091792,0.22965150983955884,581190.4992550876,794040.0676780896,67001630.21261763,96.91566571744029,250.86702426151325,96.91566571744029,-0.12300770844787526,1.7643989896646172e+25,3.5287979793292345e+25,1.060984511420422e-18,False,4544643.730499029,930482.3652045167,2737563.047851773,1807080.6826472562,135409.01976815835,75592.29629072515,0.20474264219218435,1811817.6451763539,2747591.354053075,73333818.00882263,32.90010919374222,75.66770168201785,32.90010919374222,-0.11706730092865392,2.1131061104477854e+22,4.226212220895571e+22,8.858996671981168e-16,False
119,0.109,0.206,0.08,0.24981760212403256,1.5871345478121166,3.1415926535897927,0.009,0.011,0.003,0.003,0.004,0.002,0.0019,0.08513865675160998,0.014458231007451163,0.0619576951703011,829318.6727632325,333830.4158957911,581574.5443295118,247744.1284337207,987703.7375830556,940540.5263694036,0.40253575237066735,1647794.464853881,1806904.8038894278,68604285.44836812,36.02327438228833,99.86397459293127,36.02327438228833,-0.12145275807370924,7.034878668494749e+21,1.4069757336989498e+22,2.6610267045309985e-15,False,79802.9677831848,35635.56882966793,57719.26830642636,22083.699476758433,1163795.9778622761,1125293.6951173455,0.4465444057981095,1949190.95796054,2016579.9632543868,60344367.08739388,27.415107117127288,86.99443484100895,27.415107117127288,-0.1298917163275191,7.025359766372617e+19,1.4050719532745233e+20,2.664632221342544e-13,False,1943404.72900295,718987.3022632614,1331196.0156331058,612208.7133698442,76849.53030748804,11487.048283555167,0.36996272136897224,612531.9302377357,1337834.21355671,70415716.0327349,87.19430571866909,176.88986301249108,87.19430571866909,-0.1197383909563551,5.670802327195735e+25,1.134160465439147e+26,3.301120180159271e-19,False
120,0.109,0.206,0.08,0.24981760212403256,1.5871345478121166,3.1415926535897927,0.008,0.006,0.012,0.009,0.002,0.0018,0.0029,0.04125484196949972,0.17487171782002867,0.061369589025549086,208225.5938381351,88200.21598345415,148212.90491079463,60012.688927340474,93454.14484364816,36213.549341954335,0.42358009098543814,86808.90680175749,219472.31430745192,60064110.31999475,526.4086426248855,1126.4157781223707,526.4086426248855,-0.1301979371147035,1.506671465590803e+30,3.013342931181606e+30,1.2424739186694179e-23,False,177172.5761976999,67466.4253691578,122319.50078342886,54853.07541427105,6305899.67733337,6269339.135770423,0.38079496735360824,10858952.456742331,10922823.548975384,62727331.620962925,5.109128068626327,15.838928832499127,5.109128068626327,-0.12734401504436374,246676047253155.38,493352094506310.75,7.588900587817629e-08,False,5947715.698279356,4130804.817613842,5039260.257946599,908455.4403327568,418470.858655847,74237.12385469346,0.6945195478675726,917510.0755549414,5091119.476691989,70824265.14560658,42.56159162744928,57.41741889729032,42.56159162744928,-0.11935783136447027,2.3254038370061965e+24,4.650807674012393e+24,8.05021463459042e-18,False
121,0.078,0.228,0.149,0.24998165193193006,1.8626295232768055,3.1415926535897927,0.009,0.002,0.003,0.01,0.0035,0.0024,0.0013,0.011144717673604507,0.05332850512724976,0.0621929376282019,951536.4463574088,190497.2277091696,571016.8370332891,380519.6093241196,40718.1774643317,33523.83244719156,0.2001996123621065,384924.29788988736,575355.6622677422,64324620.46266575,139.36695164614503,359.270227760838,139.36695164614503,-0.12568992236928409,1.3338280520994664e+26,2.667656104198933e+26,1.4034792543562437e-19,False,917280.9364701817,59773.81665554031,488527.37656286097,428753.5599073207,19197445.667853743,16589982.559722759,0.06516413268715456,28737891.25198384,33254539.833054986,66106800.8405103,1.9858247321143723,5.565195524059095,1.9858247321143723,-0.12389216407565071,245432714919.44345,490865429838.8869,7.627345036762653e-05,False,16501399.072358586,1748433.103567364,9124916.087962976,7376482.984395611,311809.4561495989,224486.01370205515,0.10595665833548355,7386723.436688388,9140884.477073235,73333818.00882263,8.357527833450284,20.874164113775812,8.357527833450284,-0.11706730092865392,1.292295033801503e+17,2.584590067603006e+17,1.4485856178625073e-10,False
122,0.078,0.228,0.149,0.24998165193193006,1.8626295232768055,3.1415926535897927,0.007,0.005,0.01,0.009,0.0034,0.0038,0.0024,0.02148040626231499,0.1611184739883759,0.0616942726262976,290520.36445690517,64434.36846110945,177477.36645900732,113042.99799789785,109227.7790972442,99802.07861381961,0.22178950718846227,206543.1772856945,259403.81412919494,60652854.559925005,253.65252631898645,740.4275730000463,253.65252631898645,-0.1295562894063954,2.6503943824633733e+27,5.300788764926747e+27,7.063099787662902e-21,False,269184.8218364666,40604.87778238599,154894.8498094263,114289.9720270403,8761579.942509905,8647186.874762755,0.1508438607547271,14977803.06783721,15176292.092651388,63796312.857039526,3.7566266938033652,11.441232050367047,3.7566266938033652,-0.1262324277766785,26009969562182.996,52019939124365.99,7.197240256373773e-07,False,4383498.115023385,920588.1291850095,2652043.1221041973,1731454.9929191875,199064.49227121752,93168.71539700816,0.21001221057445316,1738958.7749831707,2674362.11791705,68677366.32671957,32.40684487793826,78.17242579278722,32.40684487793826,-0.12138272129801346,4.6491184556514864e+21,9.298236911302973e+21,4.026569806420806e-15,False
123,0.078,0.228,0.149,0.24998165193193006,1.8626295232768055,3.1415926535897927,0.009,0.01,0.011,0.005,0.0019,0.0028,0.0031,0.05570426090026974,0.09854304727989988,0.061222562489361095,265367.51710696536,100195.5386777345,182781.52789234993,82585.98921461543,77892.75490651041,69039.33927435463,0.37757273297826915,145326.3111651669,227180.39250656954,62272143.58616504,356.6229721341041,926.1578291058727,356.6229721341041,-0.1278231075840412,9.85347423644919e+28,1.970694847289838e+29,1.899837514239644e-22,False,49795.16462319696,24688.793171557412,37241.97889737719,12553.185725819772,1447876.6957955582,1372350.7647392682,0.4958070398678067,2377014.3977084425,2508072.515633426,60652854.559925005,22.531060320702988,70.62310376868747,22.531060320702988,-0.1295562894063954,1.712609068564207e+19,3.425218137128414e+19,1.093069068920335e-12,False,9150764.994902872,4206937.180018414,6678851.087460643,2471913.907442229,317245.4266543805,117415.91060350588,0.4597361184952021,2480265.6821386814,6701416.703255631,70415716.0327349,20.36753121549951,37.57481314631467,20.36753121549951,-0.1197383909563551,4.799255566557804e+20,9.598511133115608e+20,3.90060494599304e-14,False
