design_id,r,l,e,ROM,QRR,omega,width_r,thickness_r,width_l,thickness_l,pin_diameter_A,pin_diameter_B,pin_diameter_C,mass_crank,mass_rod,mass_slider,I_min_r,P_cr,N_max_comp,n_buck,buckling_passed
96,0.117,0.144,0.025,0.249601883990509,2.058931982167134,3.1415926535897927,0.009,0.001,0.005,0.01,0.0013,0.0039,0.003,0.008292388814100948,0.05602236981620354,0.061297300978589986,4.1666666666666673e-10,14497.09204844297,0.5732099876787798,25291.06672957515,True
97,0.117,0.144,0.025,0.249601883990509,2.058931982167134,3.1415926535897927,0.007,0.003,0.011,0.011,0.0025,0.001,0.0035,0.019318007201579626,0.13713787009794157,0.06089910410974749,1.220083333333333e-09,42450.384936250695,1.0582502455904732,40113.749194137534,True
98,0.117,0.144,0.025,0.249601883990509,2.058931982167134,3.1415926535897927,0.009,0.011,0.009,0.008,0.0017,0.0036,0.0032,0.09132564347565092,0.08164283478681275,0.061145373557862384,3.8399999999999997e-10,13360.520031845039,0.7262862139470108,18395.667954699482,True
99,0.117,0.144,0.025,0.249601883990509,2.058931982167134,3.1415926535897927,0.005,0.002,0.007,0.008,0.0037,0.0019,0.0039,0.009132436743662299,0.06324357352964727,0.06053643865381708,2.986666666666667e-10,10391.515580323921,0.6135671354571354,16936.232369391444,True
100,0.117,0.144,0.025,0.249601883990509,2.058931982167134,3.1415926535897927,0.005,0.009,0.009,0.005,0.0013,0.0031,0.004,0.04121617505290334,0.05100560216838025,0.06043964618415997,9.375000000000001e-11,3261.8457108996686,0.5397629457603792,6043.107880079866,True
101,0.112,0.203,0.071,0.24997312066602184,1.5397629639770678,3.1415926535897927,0.005,0.008,0.007,0.008,0.0027,0.0031,0.0025,0.03502055051280759,0.08911615971201943,0.0616342367906875,2.986666666666667e-10,5228.917641136567,0.6360732289138795,8220.62209734114,True
102,0.112,0.203,0.071,0.24997312066602184,1.5397629639770678,3.1415926535897927,0.003,0.01,0.008,0.009,0.0013,0.002,0.0017,0.026245524587120945,0.11466388018712424,0.06204591109201389,4.859999999999999e-10,8508.66285801017,0.7629099835144899,11152.90537792335,True
103,0.112,0.203,0.071,0.24997312066602184,1.5397629639770678,3.1415926535897927,0.01,0.009,0.01,0.005,0.0033,0.0019,0.0011,0.07964974320947774,0.07960736085324456,0.062251748242677096,1.0416666666666668e-10,1823.7017442580102,0.5913430367255029,3083.999693911267,True
104,0.112,0.203,0.071,0.24997312066602184,1.5397629639770678,3.1415926535897927,0.007,0.01,0.008,0.003,0.0037,0.0025,0.001,0.06162305452850469,0.038195957201579624,0.06227747788651,1.8e-11,315.13566140778414,0.38797635550757453,812.2548112384434,True
105,0.112,0.203,0.071,0.24997312066602184,1.5397629639770678,3.1415926535897927,0.012,0.008,0.011,0.012,0.0022,0.0036,0.0037,0.0851647625519512,0.21080771140529486,0.06072267226632187,1.5840000000000001e-09,27731.938203885005,1.2466940948483491,22244.3808136096,True
106,0.11,0.19,0.068,0.25004910287258386,1.668856430722694,3.1415926535897927,0.009,0.01,0.004,0.003,0.0018,0.0039,0.0024,0.07809043350305472,0.017693446692017202,0.0616942726262976,9e-12,179.86738879436808,0.2946861546475045,610.3693232874159,True
107,0.11,0.19,0.068,0.25004910287258386,1.668856430722694,3.1415926535897927,0.004,0.002,0.006,0.008,0.0022,0.0035,0.0023,0.006832449708045587,0.07136214485175416,0.061751858019637895,2.56e-10,5116.227947928693,0.5630701142728181,9086.307048165912,True
108,0.11,0.19,0.068,0.25004910287258386,1.668856430722694,3.1415926535897927,0.011,0.003,0.012,0.006,0.0028,0.0026,0.0036,0.028740656571456892,0.10772011917659317,0.06081211340916958,2.16e-10,4316.817331064834,0.75232410403021,5737.975571883963,True
109,0.11,0.19,0.068,0.25004910287258386,1.668856430722694,3.1415926535897927,0.003,0.01,0.003,0.003,0.0027,0.0018,0.0021,0.025621421072475142,0.013334295874770224,0.0618596774795091,6.75e-12,134.90054159577608,0.27514474286413204,490.28936621329774,True
110,0.11,0.19,0.068,0.25004910287258386,1.668856430722694,3.1415926535897927,0.008,0.002,0.01,0.009,0.0029,0.0038,0.0031,0.013866116970675345,0.13447590442675444,0.061222562489361095,6.074999999999999e-10,12141.048743619845,0.894942041981102,13566.296110911973,True
111,0.123,0.137,0.01,0.2500096621641989,1.635055060744932,3.1415926535897927,0.011,0.007,0.005,0.006,0.0012,0.0021,0.0034,0.07461392597262921,0.0321144965542694,0.06098364436805558,9e-11,3459.5411239153327,0.4196020847957569,8244.813954152014,True
112,0.123,0.137,0.01,0.2500096621641989,1.635055060744932,3.1415926535897927,0.005,0.01,0.003,0.011,0.0026,0.0022,0.0016,0.04819537174175798,0.03525419499809569,0.062086343389465594,3.3274999999999996e-10,12790.692322031407,0.4412360194139622,28988.32316323509,True
113,0.123,0.137,0.01,0.2500096621641989,1.635055060744932,3.1415926535897927,0.008,0.012,0.009,0.011,0.0015,0.0017,0.0033,0.09292262180199684,0.10679330490185929,0.06106573418409388,9.982499999999997e-10,38372.07696609422,0.8549340027098951,44883.086699635016,True
114,0.123,0.137,0.01,0.2500096621641989,1.635055060744932,3.1415926535897927,0.005,0.002,0.007,0.011,0.0015,0.0025,0.0035,0.009645856203533499,0.08283733749523924,0.06089910410974749,7.764166666666665e-10,29844.948751406617,0.7142384227069385,41785.69480803807,True
115,0.123,0.137,0.01,0.2500096621641989,1.635055060744932,3.1415926535897927,0.01,0.005,0.012,0.007,0.0013,0.0019,0.0022,0.048431658199625756,0.09074320084935332,0.061806992970708394,3.43e-10,13184.695616699544,0.7638558725608837,17260.711202621078,True
116,0.109,0.206,0.08,0.24981760212403256,1.5871345478121166,3.1415926535897927,0.009,0.007,0.011,0.005,0.0037,0.0029,0.0038,0.05423651145215484,0.08911124242668836,0.06063078068120439,1.1458333333333334e-10,1948.0680954152417,0.6352147051742882,3066.7868352964797,True
117,0.109,0.206,0.08,0.24981760212403256,1.5871345478121166,3.1415926535897927,0.011,0.007,0.011,0.01,0.0034,0.0016,0.0034,0.0663613957151324,0.17802799387876062,0.06098364436805558,9.166666666666667e-10,15584.544763321934,1.0908454316618055,14286.666388271227,True
118,0.109,0.206,0.08,0.24981760212403256,1.5871345478121166,3.1415926535897927,0.002,0.007,0.005,0.002,0.0018,0.0013,0.0036,0.011860648093173004,0.016079605103737148,0.06081211340916958,3.3333333333333335e-12,56.67107186662521,0.2779960126333752,203.85570041022052,True
119,0.109,0.206,0.08,0.24981760212403256,1.5871345478121166,3.1415926535897927,0.009,0.011,0.003,0.003,0.004,0.002,0.0019,0.08513865675160998,0.014458231007451163,0.0619576951703011,6.75e-12,114.75892052991605,0.2748388350914111,417.54987242522463,True
120,0.109,0.206,0.08,0.24981760212403256,1.5871345478121166,3.1415926535897927,0.008,0.006,0.012,0.009,0.002,0.0018,0.0029,0.04125484196949972,0.17487171782002867,0.061369589025549086,7.289999999999999e-10,12393.963417230929,1.0756154474616222,11522.671458912033,True
121,0.078,0.228,0.149,0.24998165193193006,1.8626295232768055,3.1415926535897927,0.009,0.002,0.003,0.01,0.0035,0.0024,0.0013,0.011144717673604507,0.05332850512724976,0.0621929376282019,2.5e-10,3469.6641356938294,0.46315566024195426,7491.356434856618,True
122,0.078,0.228,0.149,0.24998165193193006,1.8626295232768055,3.1415926535897927,0.007,0.005,0.01,0.009,0.0034,0.0038,0.0024,0.02148040626231499,0.1611184739883759,0.0616942726262976,6.074999999999999e-10,8431.283849736004,1.0812693318721807,7797.5797529904285,True
123,0.078,0.228,0.149,0.24998165193193006,1.8626295232768055,3.1415926535897927,0.009,0.01,0.011,0.005,0.0019,0.0028,0.0031,0.05570426090026974,0.09854304727989988,0.061222562489361095,1.1458333333333334e-10,1590.2627288596718,0.7205048667287463,2207.1505721811727,True
124,0.078,0.228,0.149,0.24998165193193006,1.8626295232768055,3.1415926535897927,0.004,0.006,0.011,0.002,0.0029,0.0028,0.0028,0.01453782469673624,0.03941316532604769,0.06143942663023839,7.333333333333334e-12,101.776814647019,0.38127987342363434,266.934663330462,True
125,0.078,0.228,0.149,0.24998165193193006,1.8626295232768055,3.1415926535897927,0.004,0.009,0.008,0.003,0.0019,0.0019,0.0032,0.022037845653270983,0.04290442030922453,0.061145373557862384,1.8e-11,249.8158177699557,0.40060451025093585,623.5971173002341,True
126,0.076,0.327,0.24,0.25025068526607813,1.507382419770035,3.1415926535897927,0.005,0.011,0.008,0.003,0.0034,0.0036,0.0037,0.03245316677747383,0.06140789785132372,0.06072267226632187,1.8e-11,121.44905003276357,0.44518748248234064,272.80427867281986,True
127,0.076,0.327,0.24,0.25025068526607813,1.507382419770035,3.1415926535897927,0.007,0.01,0.003,0.005,0.0018,0.0021,0.0029,0.04209205291590074,0.03815881662626455,0.061369589025549086,3.125e-11,210.8490451957701,0.3268577408940335,645.0789405172045,True
128,0.076,0.327,0.24,0.25025068526607813,1.507382419770035,3.1415926535897927,0.011,0.004,0.009,0.002,0.0019,0.0024,0.004,0.02659147355931974,0.046093471881045754,0.06043964618415997,5.9999999999999995e-12,40.483016677587855,0.3657443396326554,110.68665264443463,True
129,0.076,0.327,0.24,0.25025068526607813,1.507382419770035,3.1415926535897927,0.012,0.01,0.008,0.008,0.0025,0.0026,0.0036,0.07272579365174754,0.1638194655687909,0.06081211340916958,3.413333333333334e-10,2303.033837658332,0.9782920661850598,2354.1372942328203,True
130,0.076,0.327,0.24,0.25025068526607813,1.507382419770035,3.1415926535897927,0.003,0.008,0.006,0.008,0.0013,0.0013,0.0038,0.014304910102561517,0.1225930073237625,0.06063078068120439,2.56e-10,1727.2753782437485,0.7621078593503166,2266.444778192184,True
131,0.083,0.233,0.147,0.2498770291743516,1.7863593350512397,3.1415926535897927,0.011,0.004,0.003,0.003,0.0011,0.0014,0.0023,0.028836920980047344,0.016353227201579626,0.061751858019637895,6.75e-12,89.70343074301454,0.24187608798502874,370.8652289289831,True
132,0.083,0.233,0.147,0.2498770291743516,1.7863593350512397,3.1415926535897927,0.007,0.005,0.006,0.004,0.0028,0.0038,0.0022,0.022877451827860693,0.04370675473038256,0.061806992970708394,3.2e-11,425.2607087076245,0.3910672074276304,1087.436380833138,True
133,0.083,0.233,0.147,0.2498770291743516,1.7863593350512397,3.1415926535897927,0.007,0.006,0.009,0.009,0.0039,0.0011,0.0012,0.02740625606894825,0.14778986237966316,0.062223568156574406,5.467499999999998e-10,7265.977890184175,0.9647955876743428,7531.106052940132,True
134,0.083,0.233,0.147,0.2498770291743516,1.7863593350512397,3.1415926535897927,0.01,0.009,0.008,0.004,0.0028,0.0035,0.0031,0.05936963883299364,0.05844481331982172,0.061222562489361095,4.2666666666666674e-11,567.0142782768328,0.4707394014682348,1204.518416151945,True
135,0.083,0.233,0.147,0.2498770291743516,1.7863593350512397,3.1415926535897927,0.003,0.008,0.003,0.007,0.0018,0.0018,0.0021,0.015556982681833914,0.03815675704113052,0.0618596774795091,8.575e-11,1139.5658053649624,0.36065668719815047,3159.6968691138313,True
136,0.12,0.144,0.02,0.24997483497894474,1.8146536101202406,3.1415926535897927,0.007,0.007,0.01,0.007,0.0028,0.0031,0.0019,0.046243186191859804,0.07942209018088175,0.0619576951703011,2.858333333333334e-10,9945.005145231878,0.6869777866968809,14476.458100704163,True
137,0.12,0.144,0.02,0.24997483497894474,1.8146536101202406,3.1415926535897927,0.012,0.003,0.012,0.008,0.0025,0.0018,0.001,0.03412530977144698,0.10866772249552098,0.06227747788651,5.12e-10,17814.02670912672,0.8584898916875565,20750.421037700526,True
138,0.12,0.144,0.02,0.24997483497894474,1.8146536101202406,3.1415926535897927,0.012,0.005,0.011,0.009,0.0033,0.0026,0.0015,0.05699997117422537,0.11228304409085477,0.0621243252446475,6.682499999999997e-10,23250.436227292823,0.8789791616587179,26451.635307732464,True
139,0.12,0.144,0.02,0.24997483497894474,1.8146536101202406,3.1415926535897927,0.004,0.005,0.005,0.002,0.0013,0.0029,0.0035,0.018738231663437743,0.011228469313529657,0.06089910410974749,3.3333333333333335e-12,115.97673638754375,0.2964366670290749,391.23613670966216,True
140,0.12,0.144,0.02,0.24997483497894474,1.8146536101202406,3.1415926535897927,0.006,0.011,0.003,0.007,0.0017,0.002,0.0012,0.06226408245092963,0.023615997895915033,0.062223568156574406,8.575e-11,2983.501543569563,0.3697814371963524,8068.283703449765,True
141,0.12,0.157,0.027,0.2503827537604574,1.594969999272678,3.1415926535897927,0.009,0.005,0.007,0.01,0.0018,0.0023,0.0036,0.04257827159298257,0.08621468571440373,0.06081211340916958,5.833333333333335e-10,17073.97383273637,0.6716889908817284,25419.46356798748,True
142,0.12,0.157,0.027,0.2503827537604574,1.594969999272678,3.1415926535897927,0.008,0.005,0.008,0.009,0.0017,0.0031,0.0011,0.037805918395343745,0.08875399982941717,0.062251748242677096,4.859999999999999e-10,14225.059341788354,0.6902287795645827,20609.194752444186,True
143,0.12,0.157,0.027,0.2503827537604574,1.594969999272678,3.1415926535897927,0.007,0.009,0.006,0.008,0.0023,0.001,0.0029,0.05943201115776654,0.059049706764823635,0.061369589025549086,2.56e-10,7493.035373452302,0.5296847083448881,14146.218033867497,True
144,0.12,0.157,0.027,0.2503827537604574,1.594969999272678,3.1415926535897927,0.011,0.009,0.01,0.012,0.0018,0.0032,0.0033,0.09385128085956963,0.14844066464517378,0.06106573418409388,1.44e-09,42148.323975669206,1.002361292323351,42049.03391468214,True
145,0.12,0.157,0.027,0.2503827537604574,1.594969999272678,3.1415926535897927,0.005,0.011,0.009,0.003,0.0034,0.0039,0.0017,0.05124189566202994,0.03332123246187464,0.06204591109201389,2.0249999999999998e-11,592.7108059078481,0.39570484320343147,1497.8608831510714,True
146,0.06,0.328,0.266,0.24978742799146464,1.5662160440084287,3.1415926535897927,0.003,0.007,0.006,0.012,0.0012,0.0024,0.0013,0.009814084274005194,0.18469608615269967,0.0621929376282019,8.64e-10,5794.062524220722,1.103902750284193,5248.707390872136,True
147,0.06,0.328,0.266,0.24978742799146464,1.5662160440084287,3.1415926535897927,0.012,0.011,0.01,0.012,0.0018,0.0037,0.0037,0.06346653534023783,0.3084584067195863,0.06072267226632187,1.44e-09,9656.770873701202,1.7709422496024803,5452.899932715953,True
148,0.06,0.328,0.266,0.24978742799146464,1.5662160440084287,3.1415926535897927,0.003,0.005,0.006,0.01,0.0019,0.0023,0.0031,0.006993088297484745,0.1538548102544995,0.061222562489361095,5e-10,3353.0454422573616,0.9354294002617206,3584.4986712190407,True
149,0.06,0.328,0.266,0.24978742799146464,1.5662160440084287,3.1415926535897927,0.005,0.009,0.008,0.009,0.0039,0.0035,0.0029,0.020844694243604044,0.18486283191088346,0.061369589025549086,4.859999999999999e-10,3259.160169874155,1.1034227170315298,2953.682319176891,True
150,0.06,0.328,0.266,0.24978742799146464,1.5662160440084287,3.1415926535897927,0.008,0.005,0.002,0.007,0.0036,0.0016,0.0012,0.019055814199658794,0.035798949041114005,0.062223568156574406,5.7166666666666676e-11,383.3648622314251,0.2984857522855138,1284.365700191683,True
151,0.116,0.176,0.046,0.24983122859812845,1.589773246255774,3.1415926535897927,0.008,0.006,0.006,0.004,0.0015,0.0029,0.0039,0.04386225428105898,0.03300488553587324,0.06053643865381708,3.2e-11,745.3182662392894,0.37380619358801787,1993.8628065128457,True
152,0.116,0.176,0.046,0.24983122859812845,1.589773246255774,3.1415926535897927,0.011,0.01,0.011,0.004,0.0032,0.0039,0.0023,0.10101480610583974,0.06096477933469099,0.061751858019637895,5.866666666666667e-11,1366.4168214386973,0.515236863989713,2652.0168041896522,True
153,0.116,0.176,0.046,0.24983122859812845,1.589773246255774,3.1415926535897927,0.009,0.005,0.01,0.01,0.0022,0.004,0.0023,0.04116575978871709,0.13843275210189895,0.061751858019637895,8.333333333333335e-10,19409.329849981495,0.9187374846128777,21126.0889808582,True
154,0.116,0.176,0.046,0.24983122859812845,1.589773246255774,3.1415926535897927,0.009,0.007,0.009,0.008,0.0025,0.0021,0.0023,0.057675489994568806,0.09960173419965879,0.061751858019637895,3.8399999999999997e-10,8943.819194871472,0.7164881862577891,12482.85647469633,True
155,0.116,0.176,0.046,0.24983122859812845,1.589773246255774,3.1415926535897927,0.004,0.01,0.009,0.011,0.0026,0.0022,0.0031,0.03623017174175799,0.13697978550303816,0.061222562489361095,9.982499999999997e-10,23250.436227292827,0.9094807454430879,25564.51727404685,True
156,0.111,0.184,0.062,0.2498754670964362,1.686666718585056,3.1415926535897927,0.005,0.005,0.007,0.005,0.0015,0.0025,0.0031,0.021774640508833747,0.05051059982001214,0.061222562489361095,7.291666666666669e-11,1553.8471061374603,0.4593014714832834,3383.0658132215754,True
157,0.111,0.184,0.062,0.2498754670964362,1.686666718585056,3.1415926535897927,0.011,0.007,0.006,0.007,0.0038,0.0028,0.0033,0.06769315255900496,0.06047438628501631,0.06106573418409388,1.715e-10,3654.6483936353056,0.5100859608178581,7164.769616037934,True
158,0.111,0.184,0.062,0.2498754670964362,1.686666718585056,3.1415926535897927,0.004,0.002,0.008,0.007,0.0021,0.0017,0.0031,0.0069555188571523,0.08088348575348124,0.061222562489361095,2.286666666666667e-10,4872.864524847076,0.6188966883931897,7873.470025341788,True
159,0.111,0.184,0.062,0.2498754670964362,1.686666718585056,3.1415926535897927,0.011,0.011,0.002,0.008,0.0022,0.0016,0.0017,0.10605635499809568,0.022902021792591796,0.06204591109201389,8.533333333333335e-11,1818.4450704968679,0.32316336683183244,5627.014869674722,True
160,0.111,0.184,0.062,0.2498754670964362,1.686666718585056,3.1415926535897927,0.005,0.003,0.011,0.005,0.004,0.0031,0.001,0.012931681301028158,0.07949046009396776,0.06227747788651,1.1458333333333334e-10,2441.759738216009,0.6147643902145821,3971.862679560406,True
161,0.099,0.261,0.14,0.2501517435462807,1.515825577695892,3.1415926535897927,0.008,0.004,0.01,0.004,0.0011,0.003,0.0035,0.02497188984425342,0.0819252810176675,0.06089910410974749,5.3333333333333337e-11,564.8522143203081,0.5748353653655561,982.6330256509194,True
162,0.099,0.261,0.14,0.2501517435462807,1.515825577695892,3.1415926535897927,0.005,0.002,0.011,0.008,0.0013,0.003,0.0017,0.007758723860679189,0.18018072482824157,0.06204591109201389,4.693333333333334e-10,4970.6994860187115,1.0738625108284032,4628.80437290263,True
163,0.099,0.261,0.14,0.2501517435462807,1.515825577695892,3.1415926535897927,0.01,0.01,0.004,0.001,0.0018,0.0038,0.0021,0.07832090451674838,0.008119762908035674,0.0618596774795091,3.333333333333334e-13,3.5303263395019266,0.22262110893026038,15.858003566983658,True
164,0.099,0.261,0.14,0.2501517435462807,1.515825577695892,3.1415926535897927,0.012,0.006,0.006,0.01,0.0028,0.0039,0.0021,0.05663251958521664,0.1223500580666631,0.0618596774795091,5e-10,5295.489509252889,0.7814490587045825,6776.499952576929,True
165,0.099,0.261,0.14,0.2501517435462807,1.515825577695892,3.1415926535897927,0.011,0.007,0.006,0.011,0.0015,0.002,0.0037,0.06024243287674062,0.13463790109679905,0.06072267226632187,6.654999999999999e-10,7048.296536815594,0.8404665709685942,8386.171181910064,True
166,0.122,0.15,0.018,0.24995614767479746,1.5036650088644725,3.1415926535897927,0.011,0.008,0.006,0.004,0.0016,0.0015,0.0029,0.08456898745364524,0.02823062285403932,0.061369589025549086,3.2e-11,1026.087938445699,0.37210976443311444,2757.487269942724,True
167,0.122,0.15,0.018,0.24995614767479746,1.5036650088644725,3.1415926535897927,0.007,0.008,0.009,0.007,0.0031,0.0036,0.0024,0.05364675035941226,0.0743814351124135,0.0616942726262976,2.5725e-10,8248.785067661127,0.6168100260348836,13373.299264747391,True
168,0.122,0.15,0.018,0.24995614767479746,1.5036650088644725,3.1415926535897927,0.01,0.012,0.007,0.001,0.0024,0.0022,0.0033,0.1155655593582036,0.008243786357740113,0.06106573418409388,5.833333333333334e-13,18.704728044583057,0.27944433577929906,66.93543453804614,True
169,0.122,0.15,0.018,0.24995614767479746,1.5036650088644725,3.1415926535897927,0.006,0.004,0.01,0.002,0.003,0.0031,0.0015,0.022953332693590213,0.023613488773400863,0.0621243252446475,6.666666666666667e-12,213.76832050952063,0.352671248339546,606.1404821515478,True
170,0.122,0.15,0.018,0.24995614767479746,1.5036650088644725,3.1415926535897927,0.011,0.006,0.011,0.009,0.0028,0.0013,0.0037,0.06351064927753208,0.11691252445253568,0.06072267226632187,6.682499999999997e-10,21427.602027073066,0.8376973833970114,25579.16790927571,True
171,0.082,0.253,0.166,0.24993062920924458,1.6947365583522471,3.1415926535897927,0.006,0.008,0.004,0.004,0.0022,0.002,0.0031,0.031053801806699356,0.03155913480708021,0.061222562489361095,2.1333333333333337e-11,240.4555465119825,0.31299796344211117,768.2335816745806,True
172,0.082,0.253,0.166,0.24993062920924458,1.6947365583522471,3.1415926535897927,0.005,0.003,0.009,0.008,0.003,0.0024,0.0024,0.009638636040733136,0.14286805810103806,0.0616942726262976,3.8399999999999997e-10,4328.199837215684,0.914084812850793,4735.009023634419,True
173,0.082,0.253,0.166,0.24993062920924458,1.6947365583522471,3.1415926535897927,0.005,0.003,0.01,0.008,0.001,0.0023,0.001,0.009671450385922183,0.15859333436245915,0.06227747788651,4.266666666666667e-10,4809.11093023965,1.000698363062882,4805.754768619976,True
174,0.082,0.253,0.166,0.24993062920924458,1.6947365583522471,3.1415926535897927,0.006,0.007,0.003,0.003,0.0038,0.0019,0.0023,0.027022826548026915,0.017744452978490848,0.061751858019637895,6.75e-12,76.08163776355696,0.24328102457945577,312.7314918829957,True
175,0.082,0.253,0.166,0.24993062920924458,1.6947365583522471,3.1415926535897927,0.011,0.007,0.011,0.008,0.0025,0.0026,0.0035,0.050222825556223274,0.174821061849022,0.06089910410974749,4.693333333333334e-10,5290.022023263614,1.085602174536399,4872.891881892822,True
176,0.118,0.155,0.03,0.2496902339425563,1.7245119855568558,3.1415926535897927,0.005,0.008,0.011,0.01,0.0022,0.0034,0.0017,0.036885854935505585,0.13429267773003473,0.06204591109201389,9.166666666666667e-10,27527.39819256314,0.9488947557945222,29009.959244125115,True
177,0.118,0.155,0.03,0.2496902339425563,1.7245119855568558,3.1415926535897927,0.003,0.006,0.01,0.011,0.0024,0.0021,0.0039,0.016509285031742003,0.13424186387332937,0.06053643865381708,1.1091666666666665e-09,33308.151813001394,0.94320048322814,35313.96813856897,True
178,0.118,0.155,0.03,0.2496902339425563,1.7245119855568558,3.1415926535897927,0.01,0.002,0.004,0.002,0.0017,0.0033,0.0013,0.018629164527610778,0.00966138718122958,0.0621929376282019,2.666666666666667e-12,80.07970383291097,0.28241950983619296,283.5487671491189,True
179,0.118,0.155,0.03,0.2496902339425563,1.7245119855568558,3.1415926535897927,0.012,0.005,0.007,0.012,0.0024,0.004,0.0023,0.05605507970261439,0.10205478252227873,0.061751858019637895,1.008e-09,30270.12804884034,0.7735598965876729,39130.94277814545,True
180,0.118,0.155,0.03,0.2496902339425563,1.7245119855568558,3.1415926535897927,0.002,0.005,0.006,0.003,0.0012,0.0016,0.0039,0.009190677886509997,0.021821517306492403,0.06053643865381708,1.35e-11,405.40350065411167,0.33540658782280486,1208.692719143269,True
181,0.124,0.133,0.006,0.2502217476107179,1.5801374326764528,3.1415926535897927,0.005,0.003,0.01,0.006,0.0015,0.0027,0.0037,0.014578370855595806,0.06297044581769393,0.06072267226632187,1.8e-10,7341.526073239514,0.6172434427343596,11894.05275934062,True
182,0.124,0.133,0.006,0.2502217476107179,1.5801374326764528,3.1415926535897927,0.011,0.006,0.005,0.003,0.0032,0.0026,0.002,0.06470325722120097,0.015632349308827138,0.06190991154604,1.125e-11,458.8453795774696,0.34037392918614023,1348.062645910054,True
183,0.124,0.133,0.006,0.2502217476107179,1.5801374326764528,3.1415926535897927,0.004,0.002,0.005,0.003,0.0038,0.0027,0.0037,0.007674159447386227,0.015549822908846964,0.06072267226632187,1.125e-11,458.8453795774696,0.33514362498808925,1369.1007238874874,True
184,0.124,0.133,0.006,0.2502217476107179,1.5801374326764528,3.1415926535897927,0.012,0.005,0.011,0.006,0.0032,0.0019,0.0026,0.05880116718204086,0.0692455337049326,0.061571750512807596,1.9800000000000001e-10,8075.678680563465,0.6579683301674102,12273.658640239917,True
185,0.124,0.133,0.006,0.2502217476107179,1.5801374326764528,3.1415926535897927,0.005,0.01,0.009,0.011,0.0037,0.002,0.0033,0.04838779190618093,0.10374553515157363,0.06106573418409388,9.982499999999997e-10,40714.88001450746,0.8612058087765805,47276.59706841338,True
186,0.111,0.212,0.079,0.2502615072655407,1.522833584293795,3.1415926535897927,0.007,0.001,0.004,0.009,0.0028,0.0033,0.0035,0.006112388040716614,0.0592084972322286,0.06089910410974749,2.4299999999999994e-10,3900.781947709829,0.48196954041649215,8093.420062062393,True
187,0.111,0.212,0.079,0.2502615072655407,1.522833584293795,3.1415926535897927,0.003,0.004,0.012,0.002,0.0014,0.0012,0.0023,0.010427964962826802,0.039931542617621225,0.061751858019637895,8e-12,128.42080486287506,0.3907510137506335,328.6512391362078,True
188,0.111,0.212,0.079,0.2502615072655407,1.522833584293795,3.1415926535897927,0.007,0.003,0.006,0.001,0.0014,0.0023,0.0018,0.018351587201579627,0.009965284318596515,0.0620030283522924,5e-13,8.026300303929691,0.25800322614842547,31.10930209575084,True
189,0.111,0.212,0.079,0.2502615072655407,1.522833584293795,3.1415926535897927,0.008,0.002,0.006,0.006,0.0033,0.0016,0.0037,0.013993767757355946,0.05967642469673623,0.06072267226632187,1.08e-10,1733.6808656488136,0.48370863301239053,3584.1429061374724,True
190,0.111,0.212,0.079,0.2502615072655407,1.522833584293795,3.1415926535897927,0.012,0.01,0.012,0.002,0.0027,0.0012,0.0036,0.10518639097461614,0.03995924815657439,0.06081211340916958,8e-12,128.42080486287506,0.3877132722358442,331.2262283989011,True
191,0.122,0.147,0.017,0.25013198507454176,1.5571869686249737,3.1415926535897927,0.012,0.011,0.007,0.008,0.0033,0.0036,0.0036,0.1275561361762949,0.06451177072733565,0.06081211340916958,2.986666666666667e-10,9971.700082076766,0.5712902754753554,17454.69949366735,True
192,0.122,0.147,0.017,0.25013198507454176,1.5571869686249737,3.1415926535897927,0.008,0.004,0.006,0.011,0.0018,0.0016,0.0027,0.030733394348351598,0.0761186564501679,0.0615068137926579,6.654999999999999e-10,22219.30715833288,0.6359320611570225,34939.749881310905,True
193,0.122,0.147,0.017,0.25013198507454176,1.5571869686249737,3.1415926535897927,0.009,0.003,0.009,0.009,0.0031,0.0011,0.0022,0.025936606609805728,0.09358350354602345,0.061806992970708394,5.467499999999998e-10,18254.55475404733,0.730419062754295,24991.8925790522,True
194,0.122,0.147,0.017,0.25013198507454176,1.5571869686249737,3.1415926535897927,0.006,0.011,0.007,0.001,0.0021,0.0032,0.0012,0.0631825980705543,0.00807476708572184,0.062223568156574406,5.833333333333334e-13,19.475976722806184,0.2848961559718672,68.36166903118689,True
195,0.122,0.147,0.017,0.25013198507454176,1.5571869686249737,3.1415926535897927,0.004,0.005,0.008,0.003,0.0023,0.0014,0.004,0.019098528669299373,0.027693765426257937,0.06043964618415997,1.8e-11,600.9729960180193,0.37305482413386704,1610.9508767600498,True
196,0.114,0.153,0.036,0.24956190201916834,1.990809761495248,3.1415926535897927,0.009,0.001,0.004,0.006,0.0032,0.0033,0.0025,0.008101505387097812,0.028554471292434415,0.0616342367906875,7.2e-11,2219.048309787411,0.3850614907665109,5762.841424028486,True
197,0.114,0.153,0.036,0.24956190201916834,1.990809761495248,3.1415926535897927,0.004,0.008,0.006,0.002,0.0013,0.0011,0.002,0.0286117943483516,0.014402045978871708,0.06190991154604,4e-12,123.28046165485618,0.3073174588073737,401.15020517636214,True
198,0.114,0.153,0.036,0.24956190201916834,1.990809761495248,3.1415926535897927,0.005,0.004,0.005,0.011,0.0014,0.0039,0.0013,0.017776659062275334,0.06561355695511044,0.0621929376282019,5.545833333333333e-10,17092.32233985558,0.6045180216104383,28274.297421806492,True
